player_name,pitch_type,swings,avg_dev_bat_speed_z,avg_dev_attack_angle_z,avg_dev_swing_path_tilt_z,avg_dev_attack_direction_z
"Boyle, Joe",FF,192,-0.103,-0.082,0.079,-0.102
"Ortiz, Luis",SI,136,-0.103,-0.217,-0.048,-0.154
"Woods Richardson, Simeon",FF,405,-0.103,-0.035,0.02,-0.109
"McGreevy, Michael",ST,103,-0.104,-0.102,-0.223,-0.061
"Roupp, Landen",CU,251,-0.104,0.024,-0.098,-0.035
"Roupp, Landen",SI,248,-0.104,-0.077,-0.008,-0.169
"Allard, Kolby",CH,102,-0.104,0.014,0.099,0.078
"Kochanowicz, Jack",CH,140,-0.104,0.021,-0.223,-0.089
"Wilson, Steven",ST,238,-0.104,-0.125,-0.239,-0.137
"Latz, Jacob",FF,344,-0.104,-0.069,0.15,-0.049
"Peterson, David",SL,263,-0.105,-0.082,0.085,-0.18
"Canning, Griffin",CH,157,-0.106,-0.156,-0.143,-0.147
"Lord, Brad",SL,162,-0.106,0.029,-0.275,-0.057
"Vest, Will",SL,118,-0.106,-0.144,0.081,-0.172
"Gordon, Tanner",SL,146,-0.107,-0.073,-0.058,-0.146
"Bergert, Ryan",FF,267,-0.107,-0.053,-0.003,-0.049
"Francis, Bowden",FF,320,-0.107,0.039,-0.027,-0.056
"Gil, Luis",FF,239,-0.107,0.024,-0.051,0.038
"Ryan, Joe",FF,743,-0.107,-0.066,-0.097,-0.032
"Rodriguez, Eduardo",CH,227,-0.108,-0.115,-0.036,-0.064
"Lorenzen, Michael",FC,109,-0.108,-0.022,-0.092,0.074
"May, Dustin",ST,298,-0.108,0.147,-0.027,0.053
"Leasure, Jordan",FF,286,-0.108,0.108,0.168,0.071
"Vásquez, Randy",FC,228,-0.108,-0.079,0.003,-0.163
"Alcantara, Sandy",CH,332,-0.109,-0.128,-0.155,-0.192
"Warren, Will",CH,116,-0.109,-0.176,-0.319,-0.193
"Povich, Cade",SI,100,-0.109,-0.068,-0.241,-0.033
"Berríos, José",SI,325,-0.109,0.029,-0.092,-0.008
"McCullers Jr., Lance",ST,120,-0.11,0.184,0.098,0.02
"Kochanowicz, Jack",SI,397,-0.11,-0.067,-0.059,-0.17
"Maton, Phil",CU,175,-0.111,-0.068,0.033,-0.067
"Quintana, Jose",CU,116,-0.111,-0.183,-0.079,-0.145
"Yamamoto, Yoshinobu",CU,213,-0.112,-0.124,-0.124,-0.052
"Alexander, Jason",SI,181,-0.112,0.074,-0.08,-0.218
"Kolek, Stephen",SL,137,-0.112,-0.013,-0.069,-0.128
"Buehler, Walker",SL,158,-0.112,-0.079,0.001,-0.066
"Domínguez, Seranthony",FF,236,-0.113,-0.025,-0.017,-0.143
"Lugo, Seth",CH,108,-0.113,-0.049,-0.134,-0.097
"Junk, Janson",FF,315,-0.113,-0.126,0.041,-0.055
"Weaver, Luke",FF,318,-0.113,0.097,0.08,0.036
"Alcantara, Sandy",FF,251,-0.113,-0.148,0.001,-0.108
"Baker, Bryan",SL,110,-0.113,-0.096,-0.064,0.012
"Garcia, Rico",FF,121,-0.114,0.008,0.129,-0.05
"Sands, Cole",FC,105,-0.115,-0.051,-0.044,0.032
"Senga, Kodai",FC,147,-0.115,-0.101,-0.041,-0.053
"Senzatela, Antonio",CU,122,-0.116,0.055,-0.045,0.032
"Estévez, Carlos",FF,269,-0.116,0.044,0.088,0.146
"Junk, Janson",ST,120,-0.116,0.035,-0.048,0.037
"Civale, Aaron",CU,125,-0.116,0.096,-0.1,0.072
"Bird, Jake",SI,134,-0.117,0.018,-0.148,-0.046
"Holmes, Clay",ST,149,-0.117,-0.108,-0.01,-0.038
"Williams, Gavin",FC,196,-0.117,-0.005,-0.076,-0.095
"Rodón, Carlos",FF,583,-0.118,0.046,0.125,0.016
"Pilkington, Konnor",FF,128,-0.119,-0.142,-0.022,-0.078
"Brown, Hunter",SL,115,-0.121,-0.204,-0.097,-0.106
"Kolek, Stephen",FC,106,-0.122,-0.056,-0.079,-0.075
"Taillon, Jameson",FC,124,-0.122,-0.082,-0.281,-0.109
"Pfaadt, Brandon",FC,125,-0.122,-0.053,-0.098,-0.127
"Keller, Mitch",ST,238,-0.122,-0.183,-0.154,-0.069
"Cabrera, Edward",SI,190,-0.123,0.016,0.049,0.026
"Schreiber, John",ST,108,-0.123,0.054,0.165,-0.116
"Castillo, Luis",SI,308,-0.125,-0.119,-0.09,-0.072
"Mikolas, Miles",FF,351,-0.125,-0.061,-0.11,-0.159
"Martin, Davis",CH,274,-0.125,0.259,0.02,0.03
"De Los Santos, Enyel",SL,180,-0.127,-0.142,-0.159,-0.201
"Matsui, Yuki",FF,192,-0.128,0.097,-0.053,0.171
"Cavalli, Cade",FF,111,-0.129,-0.005,-0.206,-0.011
"Leiter, Jack",SL,299,-0.129,-0.128,0.024,0.021
"Mikolas, Miles",CH,119,-0.129,-0.026,-0.069,-0.104
"Kelly, Kevin",SI,146,-0.13,0.147,-0.255,-0.008
"Pivetta, Nick",CU,221,-0.13,-0.131,-0.063,-0.147
"Miller, Bryce",SI,123,-0.13,-0.114,-0.021,-0.033
"Seymour, Carson",SI,100,-0.131,0.072,-0.053,0.112
"Elder, Bryce",SI,394,-0.131,0.048,0.032,0.029
"Miller, Shelby",FF,211,-0.132,-0.035,-0.02,-0.136
"Schwellenbach, Spencer",FF,279,-0.132,-0.04,0.038,-0.062
"Senzatela, Antonio",SL,186,-0.132,-0.17,-0.077,-0.158
"Green, Chad",SL,148,-0.133,-0.059,-0.093,-0.176
"Mikolas, Miles",SL,265,-0.134,-0.074,-0.098,-0.017
"Lord, Brad",CH,118,-0.134,0.089,0.018,0.057
"Beeks, Jalen",CH,150,-0.135,-0.046,-0.074,-0.108
"Montero, Rafael",FF,194,-0.135,-0.154,-0.185,-0.025
"Finnegan, Kyle",FS,133,-0.136,-0.106,-0.012,-0.101
"Sasaki, Roki",FF,177,-0.136,-0.194,-0.196,-0.206
"Wilson, Justin",SL,136,-0.137,-0.054,0.109,-0.069
"Ryan, Joe",SI,159,-0.137,-0.078,0.106,-0.096
"Dobbins, Hunter",SL,109,-0.138,-0.133,-0.204,-0.109
"Scherzer, Max",FF,367,-0.138,-0.05,0.048,-0.116
"Rutledge, Jackson",FF,116,-0.139,-0.083,0.077,-0.048
"Cannon, Jonathan",CH,183,-0.14,-0.05,-0.052,-0.161
"Holmes, Grant",FC,135,-0.141,-0.009,-0.047,-0.192
"Sears, JP",CH,132,-0.142,0.065,-0.033,0.015
"Garcia, Robert",SL,125,-0.143,-0.051,0.083,-0.061
"Vásquez, Randy",FF,177,-0.143,-0.07,0.028,-0.108
"Ureña, José",SI,140,-0.143,-0.141,-0.061,-0.123
"Rogers, Trevor",FF,353,-0.143,-0.078,0.052,-0.101
"Peralta, Freddy",CH,294,-0.144,-0.099,-0.022,-0.143
"Kelly, Michael",ST,110,-0.145,-0.025,-0.112,-0.126
"Imanaga, Shota",FF,562,-0.145,0.005,0.089,0.161
"Phillips, Tyler",SI,154,-0.145,-0.064,-0.162,-0.125
"Herget, Jimmy",SI,101,-0.146,-0.016,-0.189,-0.019
"Singer, Brady",ST,129,-0.147,0.076,-0.183,-0.079
"Bello, Brayan",CH,191,-0.148,-0.079,-0.041,-0.251
"Blubaugh, AJ",FF,119,-0.149,-0.124,0.008,-0.231
"Pérez, Martín",CH,112,-0.15,-0.047,-0.151,-0.181
"Bergert, Ryan",SL,142,-0.15,-0.173,0.018,-0.221
"Baz, Shane",CH,142,-0.151,-0.161,0.107,-0.257
"Keller, Mitch",SI,209,-0.151,-0.161,-0.094,-0.075
"Márquez, Germán",SI,192,-0.154,-0.106,-0.184,-0.05
"Sugano, Tomoyuki",FS,197,-0.154,-0.087,-0.057,-0.234
"Smith, Shane",SL,121,-0.157,-0.098,-0.034,-0.143
"Pfaadt, Brandon",CH,213,-0.157,-0.025,-0.146,-0.16
"Sears, JP",ST,220,-0.157,-0.114,0.282,-0.04
"Anderson, Tyler",FF,412,-0.158,0.144,0.067,0.106
"Márquez, Germán",FF,334,-0.158,-0.08,0.023,-0.076
"Pérez, Eury",FF,477,-0.159,-0.061,0.014,-0.07
"Kikuchi, Yusei",SL,493,-0.159,0.081,0.04,0.083
"Crismatt, Nabil",CH,111,-0.16,-0.049,0.042,0.163
"Peterson, David",CU,125,-0.16,-0.053,0.004,-0.036
"Peterson, David",CH,181,-0.161,-0.077,0.045,-0.035
"Corbin, Patrick",SI,294,-0.161,-0.034,0.089,-0.073
"Buehler, Walker",FF,185,-0.161,-0.199,-0.059,-0.219
"Blanco, Ronel",SL,141,-0.163,-0.129,-0.155,-0.08
"Gallen, Zac",SL,180,-0.164,-0.069,-0.063,-0.224
"Little, Brendon",SI,190,-0.165,0.073,-0.079,-0.034
"Allen, Logan",ST,192,-0.165,0.04,0.023,0.025
"Bieber, Shane",SL,112,-0.166,-0.111,-0.068,-0.108
"Woo, Bryan",SL,134,-0.167,-0.073,0.197,-0.141
"Armstrong, Shawn",FC,124,-0.167,-0.203,-0.01,-0.17
"Tolle, Payton",FF,106,-0.168,-0.08,0.054,-0.159
"Enright, Nic",FF,177,-0.17,-0.1,0.061,-0.139
"Meyer, Max",SL,176,-0.173,-0.02,-0.085,-0.061
"May, Dustin",SI,284,-0.174,-0.03,-0.064,-0.077
"Kittredge, Andrew",SI,124,-0.174,0.183,-0.027,0.019
"Mahle, Tyler",FS,131,-0.174,-0.099,-0.092,-0.157
"Weissert, Greg",SI,106,-0.175,0.004,-0.128,-0.102
"Abbott, Andrew",CH,239,-0.175,-0.153,0.17,-0.151
"Holton, Tyler",FC,145,-0.176,-0.068,0.247,-0.078
"Gilbert, Logan",FF,434,-0.18,0.007,-0.052,-0.042
"Brebbia, John",FF,100,-0.18,-0.215,-0.131,-0.037
"Jackson, Luke",SL,178,-0.181,-0.207,-0.08,-0.161
"Fried, Max",CH,159,-0.181,-0.084,0.111,-0.013
"Junk, Janson",SL,236,-0.182,0.021,0.003,0.058
"Bazardo, Eduard",ST,209,-0.182,-0.173,0.062,-0.243
"Mize, Casey",FS,250,-0.182,-0.117,-0.002,-0.105
"Pfaadt, Brandon",SI,286,-0.182,-0.055,-0.128,-0.056
"Hancock, Emerson",SI,256,-0.183,-0.022,-0.069,-0.204
"Leahy, Kyle",ST,103,-0.184,-0.094,0.063,-0.028
"Olson, Reese",SI,104,-0.184,-0.111,0.034,-0.271
"Falter, Bailey",SL,176,-0.185,-0.184,0.148,-0.168
"Skenes, Paul",SI,132,-0.186,-0.194,0.101,-0.187
"Kranick, Max",SL,103,-0.187,-0.108,0.063,-0.106
"Kelly, Merrill",SI,162,-0.189,-0.039,-0.149,-0.055
"Corbin, Patrick",FC,275,-0.19,-0.092,0.028,-0.003
"Misiorowski, Jacob",SL,163,-0.191,-0.003,0.052,-0.047
"Freeland, Kyle",FF,407,-0.193,0.021,0.073,-0.016
"Ramírez, Yohan",FF,135,-0.193,-0.162,-0.076,-0.211
"Liberatore, Matthew",CH,115,-0.193,-0.231,0.156,-0.148
"Dreyer, Jack",SL,283,-0.195,-0.012,0.123,0.057
"Roupp, Landen",CH,148,-0.197,-0.003,0.092,-0.272
"Irvin, Jake",CU,344,-0.197,-0.041,-0.107,-0.122
"Alcala, Jorge",FF,238,-0.198,0.023,0.02,0.002
"Eovaldi, Nathan",FS,226,-0.199,-0.126,-0.183,-0.107
"Hancock, Emerson",CH,127,-0.2,-0.174,0.143,-0.277
"Mize, Casey",SL,166,-0.206,-0.004,-0.11,0.015
"Duran, Jhoan",FS,141,-0.207,0.691,-0.049,0.601
"Burrows, Mike",SL,118,-0.209,-0.265,-0.084,-0.234
"Yesavage, Trey",SL,105,-0.21,-0.18,0.116,-0.323
"Martin, Davis",SI,122,-0.21,-0.238,-0.103,-0.276
"Lugo, Seth",CU,153,-0.213,-0.09,0.133,-0.157
"Rogers, Trevor",CH,219,-0.216,-0.072,-0.142,-0.134
"Rodón, Carlos",SI,140,-0.217,0.286,-0.13,0.232
"Vásquez, Randy",CU,106,-0.225,0.131,-0.04,-0.074
"Sugano, Tomoyuki",SI,182,-0.228,-0.201,0.024,-0.105
"Romano, Jordan",SL,218,-0.231,-0.171,-0.064,-0.118
"Ashcraft, Braxton",SL,196,-0.231,-0.147,0.098,-0.247
"Leahy, Kyle",SL,132,-0.236,0.142,-0.198,0.171
"Ray, Robbie",SL,331,-0.238,-0.154,0.107,-0.081
"Vásquez, Randy",ST,110,-0.239,-0.015,-0.046,-0.098
"Kershaw, Clayton",SL,378,-0.244,-0.137,0.154,-0.206
"Santana, Dennis",FF,141,-0.25,-0.01,-0.046,-0.045
"Povich, Cade",CU,133,-0.251,-0.088,0.161,-0.186
"Gomber, Austin",FF,156,-0.254,0.125,0.016,0.062
"Irvin, Jake",CH,110,-0.254,-0.122,-0.133,-0.191
"Bellozo, Valente",ST,109,-0.268,-0.215,-0.038,-0.266
"Freeland, Kyle",FC,157,-0.291,-0.043,-0.082,0.069
