player_name,pitcher,pitch_type,pitches,avg_velo,avg_spin,avg_spin_axis,avg_pfx_x,avg_pfx_z,avg_extension,avg_release_pos_x,avg_release_pos_z,whiff_rate,called_strike_rate,chase_rate,hard_hit_rate,xwoba_on_contact,xba_on_contact
"Kerkering, Orion",689147,ST,536,86.83,2902.282,62.388,1.143,0.147,6.183,-1.898,5.602,0.101,0.196,0.125,0.067,0.288,0.309
"Kershaw, Clayton",477132,CU,323,72.349,2241.906,337.765,-0.326,-1.197,6.479,1.365,6.243,0.155,0.115,0.164,0.065,0.247,0.326
"Kershaw, Clayton",477132,FF,631,89.03,2309.533,173.208,-0.001,1.462,6.591,1.698,5.989,0.024,0.258,0.035,0.097,0.338,0.306
"Kershaw, Clayton",477132,SL,761,85.76,2484.929,206.173,-0.37,0.667,6.548,1.715,6.037,0.137,0.147,0.167,0.126,0.33,0.327
"Kikuchi, Yusei",579328,CH,376,85.584,1542.431,131.843,1.132,0.557,6.84,2.293,5.439,0.12,0.074,0.194,0.074,0.253,0.319
"Kikuchi, Yusei",579328,CU,476,79.918,2526.59,309.941,-0.577,-0.486,6.707,2.062,5.602,0.116,0.17,0.158,0.082,0.256,0.266
"Kikuchi, Yusei",579328,FF,1081,94.826,2187.374,135.7,0.787,1.283,6.785,2.472,5.372,0.087,0.144,0.096,0.079,0.341,0.373
"Kikuchi, Yusei",579328,SL,1121,86.995,2294.915,198.694,-0.238,0.316,6.732,2.508,5.287,0.112,0.188,0.128,0.1,0.377,0.348
"Kimbrel, Craig",518886,FF,148,93.489,2296.372,228.047,-1.016,1.242,6.62,-3.079,4.799,0.095,0.176,0.115,0.034,0.29,0.369
"King, Bryan",687911,FF,656,92.003,2122.858,146.018,0.323,1.191,6.534,2.655,5.529,0.111,0.206,0.111,0.07,0.282,0.31
"King, Bryan",687911,ST,317,80.056,2308.413,288.546,-1.41,0.239,6.545,2.826,5.42,0.114,0.17,0.167,0.079,0.291,0.32
"King, John",667463,CH,152,85.691,1706.875,121.066,1.268,0.182,5.868,2.083,5.58,0.079,0.092,0.211,0.086,0.339,0.321
"King, John",667463,SI,463,93.002,2244.233,127.842,1.199,0.249,6.01,1.952,5.558,0.067,0.192,0.097,0.145,0.345,0.339
"King, John",667463,SL,112,84.34,2887.312,316.375,-0.387,-0.153,5.958,1.974,5.605,0.161,0.071,0.241,0.071,0.298,0.332
"King, Michael",650633,CH,265,86.794,2013.864,247.808,-1.604,0.406,6.117,-3.223,5.279,0.143,0.087,0.242,0.075,0.25,0.261
"King, Michael",650633,FF,305,93.752,2368.003,217.213,-0.626,1.392,5.99,-2.915,5.784,0.128,0.148,0.118,0.059,0.495,0.431
"King, Michael",650633,SI,363,92.68,2288.025,230.576,-1.557,0.362,6.042,-3.163,5.407,0.055,0.298,0.096,0.085,0.293,0.331
"King, Michael",650633,ST,235,82.267,2777.889,63.255,1.24,0.258,5.971,-3.105,5.528,0.132,0.149,0.157,0.055,0.3,0.334
"Kinley, Tyler",641755,CU,151,83.588,2743.993,36.709,0.268,-0.643,5.555,-0.82,6.556,0.179,0.079,0.258,0.033,0.176,0.297
"Kinley, Tyler",641755,FF,280,95.107,2385.339,202.239,-0.199,1.211,5.582,-0.836,6.522,0.043,0.168,0.093,0.1,0.389,0.321
"Kinley, Tyler",641755,SL,783,87.392,2554.654,148.249,0.182,0.226,5.589,-0.927,6.507,0.174,0.161,0.169,0.066,0.285,0.294
"Kirby, George",669923,FF,661,96.216,2284.366,224.094,-0.845,1.12,6.514,-1.784,5.683,0.144,0.094,0.153,0.074,0.293,0.329
"Kirby, George",669923,KC,252,84.293,2367.869,39.123,0.785,-1.068,6.513,-1.791,5.654,0.19,0.095,0.254,0.099,0.281,0.377
"Kirby, George",669923,SI,671,96.36,2267.547,224.007,-1.396,0.744,6.551,-1.759,5.67,0.046,0.219,0.086,0.094,0.372,0.381
"Kirby, George",669923,ST,696,87.213,2375.7,37.305,0.89,-0.259,6.506,-1.879,5.59,0.141,0.214,0.177,0.076,0.294,0.35
"Kittredge, Andrew",552640,SI,309,95.247,2284.725,213.126,-1.301,0.781,6.624,-1.697,5.83,0.052,0.204,0.155,0.087,0.357,0.319
"Kittredge, Andrew",552640,SL,442,89.295,2652.977,130.731,0.496,0.125,6.571,-1.729,5.875,0.219,0.14,0.278,0.084,0.218,0.305
"Klein, Will",694361,FF,221,97.934,2214.701,210.1,-0.562,1.444,6.666,-1.16,5.828,0.109,0.186,0.136,0.05,0.279,0.314
"Knack, Landon",689017,CH,194,84.543,1637.402,225.634,-1.112,0.678,6.008,-1.061,5.765,0.139,0.098,0.149,0.072,0.244,0.265
"Knack, Landon",689017,FF,361,93.044,2399.183,203.147,-0.555,1.583,5.95,-0.945,5.773,0.069,0.199,0.102,0.091,0.411,0.343
"Kochanowicz, Jack",686799,CH,261,89.858,2109.0,235.563,-0.763,0.208,6.423,-1.832,5.86,0.149,0.073,0.192,0.126,0.358,0.375
"Kochanowicz, Jack",686799,FF,347,95.5,2248.888,223.703,-0.594,1.181,6.436,-1.822,6.019,0.095,0.153,0.11,0.092,0.382,0.362
"Kochanowicz, Jack",686799,SI,874,95.52,2136.541,229.047,-1.184,0.254,6.426,-1.935,5.921,0.065,0.136,0.143,0.149,0.366,0.329
"Kochanowicz, Jack",686799,SL,273,87.287,2731.736,74.297,0.273,-0.056,6.396,-1.876,5.938,0.092,0.201,0.103,0.066,0.379,0.365
"Kochanowicz, Jack",686799,ST,103,82.351,2837.922,43.068,1.1,-0.264,6.401,-1.972,5.754,0.087,0.146,0.155,0.078,0.362,0.318
"Koenig, Jared",657649,CH,102,86.558,1744.794,122.118,1.3,0.391,6.19,2.573,5.62,0.127,0.098,0.147,0.098,0.261,0.264
"Koenig, Jared",657649,CU,182,81.69,2549.879,306.923,-1.057,-0.696,6.041,2.753,5.762,0.176,0.088,0.242,0.066,0.237,0.318
"Koenig, Jared",657649,FC,209,90.758,2439.976,149.455,0.0,0.812,6.133,2.774,5.726,0.086,0.134,0.081,0.048,0.303,0.248
"Koenig, Jared",657649,SI,627,95.863,2357.944,146.852,1.224,0.94,6.259,2.286,6.086,0.067,0.279,0.069,0.07,0.26,0.271
"Kolek, Stephen",663568,CH,196,87.487,1467.959,241.653,-1.126,-0.045,6.36,-2.454,5.145,0.097,0.097,0.224,0.082,0.185,0.227
"Kolek, Stephen",663568,FC,256,90.455,2353.984,214.691,0.002,0.637,6.286,-2.651,5.218,0.086,0.199,0.09,0.109,0.329,0.305
"Kolek, Stephen",663568,FF,433,94.021,2177.079,223.587,-0.686,1.073,6.262,-2.442,5.419,0.055,0.199,0.081,0.09,0.35,0.332
"Kolek, Stephen",663568,SI,407,93.572,2148.027,226.45,-1.333,0.367,6.32,-2.67,5.315,0.059,0.199,0.128,0.133,0.327,0.307
"Kolek, Stephen",663568,SL,279,85.396,2520.308,74.168,0.23,-0.036,6.333,-2.663,5.154,0.108,0.125,0.168,0.136,0.312,0.364
"Kolek, Stephen",663568,ST,117,82.53,2558.53,57.846,1.176,-0.019,6.35,-2.747,5.032,0.068,0.179,0.103,0.085,0.377,0.363
"Kopech, Michael",656629,FF,191,97.45,2624.459,211.109,-0.669,1.495,6.799,-1.995,5.823,0.084,0.178,0.084,0.037,0.351,0.275
"Kowar, Jackson",663804,FF,162,97.34,2167.34,222.642,-0.921,1.268,6.187,-0.656,5.994,0.056,0.142,0.099,0.13,0.373,0.313
"Kowar, Jackson",663804,SL,100,86.216,2507.24,59.52,0.231,-0.193,6.067,-0.7,5.945,0.23,0.09,0.27,0.03,0.288,0.295
"Kranick, Max",668820,FF,214,95.58,2277.855,197.416,-0.274,1.428,6.755,-2.22,5.95,0.131,0.107,0.14,0.093,0.312,0.3
"Kranick, Max",668820,SL,211,89.937,2182.18,169.844,0.257,0.668,6.689,-2.474,5.792,0.057,0.156,0.066,0.133,0.358,0.325
"Kremer, Dean",665152,CU,344,78.306,2772.34,34.485,0.511,-0.956,5.977,-2.097,6.318,0.102,0.189,0.195,0.081,0.37,0.342
"Kremer, Dean",665152,FC,543,86.886,2400.908,166.49,0.403,0.488,5.983,-2.091,6.331,0.11,0.144,0.177,0.072,0.286,0.275
"Kremer, Dean",665152,FF,715,93.323,2283.571,208.424,-0.63,1.51,6.1,-2.195,6.208,0.064,0.18,0.098,0.094,0.359,0.317
"Kremer, Dean",665152,FS,567,81.872,1131.065,220.148,-0.886,0.813,6.116,-2.053,6.33,0.213,0.046,0.208,0.049,0.218,0.273
"Kremer, Dean",665152,SI,520,92.828,2155.042,216.025,-1.231,1.027,6.165,-2.503,5.895,0.037,0.263,0.096,0.083,0.332,0.334
"Kriske, Brooks",621139,FF,133,93.386,2277.977,202.436,-0.508,1.471,6.1,-1.194,6.077,0.03,0.226,0.075,0.075,0.395,0.455
"Kriske, Brooks",621139,FS,204,82.27,1061.49,228.971,-0.694,0.015,6.199,-1.075,6.107,0.127,0.176,0.157,0.078,0.315,0.325
"Lara, Andry",691251,FF,116,94.211,2112.414,227.224,-1.115,0.948,6.116,-1.646,6.295,0.009,0.19,0.06,0.103,0.362,0.306
"Latz, Jacob",656641,CH,324,84.706,1981.742,123.834,1.217,0.823,6.561,1.998,5.836,0.213,0.068,0.228,0.077,0.342,0.383
"Latz, Jacob",656641,FF,685,94.237,2279.642,149.558,0.73,1.564,6.674,1.795,5.94,0.104,0.134,0.105,0.091,0.331,0.33
"Latz, Jacob",656641,SL,290,84.424,2513.216,254.195,-0.436,0.079,6.644,2.017,5.861,0.131,0.179,0.145,0.066,0.26,0.261
"Lauer, Eric",641778,CH,139,85.034,943.942,115.583,0.726,0.443,6.067,1.881,5.983,0.065,0.065,0.137,0.086,0.483,0.441
"Lauer, Eric",641778,CU,267,75.088,2401.184,314.446,-0.758,-0.809,5.866,1.861,6.189,0.101,0.255,0.131,0.071,0.294,0.315
"Lauer, Eric",641778,FC,374,86.407,2383.353,180.43,-0.281,0.54,6.072,1.891,6.02,0.102,0.206,0.123,0.086,0.377,0.395
"Lauer, Eric",641778,FF,846,91.747,2242.792,140.827,0.725,1.321,6.129,1.766,6.07,0.086,0.171,0.112,0.091,0.295,0.297
"Lauer, Eric",641778,SL,191,83.177,2226.618,217.466,-0.285,0.146,6.031,1.832,6.109,0.12,0.141,0.136,0.12,0.18,0.261
"Lawrence, Casey",596271,SI,110,87.492,2088.518,237.418,-1.384,0.378,6.083,-2.75,5.177,0.027,0.227,0.091,0.136,0.463,0.427
"Lawrence, Justin",664875,SI,110,95.015,2361.409,251.282,-1.421,-0.076,6.436,-2.681,4.384,0.073,0.191,0.109,0.082,0.331,0.284
"Lawrence, Justin",664875,ST,135,82.954,2983.422,70.933,1.357,0.299,6.28,-2.817,4.338,0.156,0.193,0.185,0.015,0.163,0.236
"Lazar, Max",676661,FF,357,94.494,2498.535,196.417,-0.095,1.362,6.959,-0.531,5.907,0.076,0.193,0.092,0.143,0.398,0.34
"Lazar, Max",676661,KC,169,81.101,2486.893,23.444,0.519,-1.314,6.939,-0.511,5.855,0.118,0.201,0.154,0.089,0.352,0.497
"Leahy, Kyle",681517,CH,129,90.284,1497.86,219.713,-0.971,0.444,7.1,-2.166,5.647,0.085,0.147,0.147,0.093,0.321,0.304
"Leahy, Kyle",681517,CU,243,83.578,2420.7,39.889,0.725,-1.075,6.998,-2.094,5.825,0.16,0.086,0.177,0.095,0.243,0.32
"Leahy, Kyle",681517,FF,408,95.426,2375.279,202.998,-0.263,1.381,7.187,-2.114,5.795,0.078,0.223,0.083,0.081,0.343,0.346
"Leahy, Kyle",681517,SI,101,95.299,2234.03,207.455,-1.087,1.02,7.222,-2.034,5.784,0.03,0.188,0.178,0.119,0.35,0.365
"Leahy, Kyle",681517,SL,283,91.089,2379.866,167.265,0.387,0.417,7.056,-2.336,5.741,0.078,0.205,0.078,0.095,0.401,0.373
"Leahy, Kyle",681517,ST,186,86.749,2701.656,68.188,1.258,0.274,6.986,-2.353,5.738,0.177,0.048,0.242,0.091,0.282,0.365
"Leasure, Jordan",673929,FF,605,96.238,2381.747,195.825,-0.335,1.607,6.964,-0.901,5.873,0.102,0.129,0.134,0.081,0.307,0.306
"Leasure, Jordan",673929,SL,480,87.294,2442.89,134.708,0.536,0.268,6.862,-0.981,5.844,0.183,0.131,0.181,0.048,0.235,0.269
"Lee, Chase",695445,FF,126,89.458,2475.195,262.553,-0.366,0.51,5.948,-2.702,3.763,0.127,0.071,0.063,0.071,0.232,0.301
"Lee, Chase",695445,SI,229,88.909,2397.605,263.691,-0.767,-0.085,5.923,-2.661,3.78,0.057,0.293,0.083,0.096,0.419,0.418
"Lee, Chase",695445,ST,209,79.865,2974.437,82.563,1.586,0.423,5.77,-2.728,3.696,0.091,0.191,0.139,0.081,0.384,0.377
"Lee, Dylan",669276,CH,146,86.684,1726.363,137.315,0.954,1.069,6.379,1.901,6.396,0.151,0.096,0.199,0.048,0.249,0.279
"Lee, Dylan",669276,FF,344,94.055,2355.823,153.802,0.697,1.603,6.189,1.62,6.592,0.067,0.235,0.078,0.076,0.331,0.333
"Lee, Dylan",669276,SL,612,85.977,2133.933,156.127,-0.028,0.556,6.242,1.81,6.505,0.222,0.131,0.18,0.072,0.243,0.271
"Legumina, Casey",668984,FF,424,94.302,2433.375,231.161,-1.225,1.128,6.733,-2.118,4.692,0.123,0.127,0.12,0.064,0.289,0.31
"Legumina, Casey",668984,SI,196,93.917,2288.365,232.234,-1.487,0.707,6.748,-2.127,4.748,0.056,0.286,0.128,0.077,0.41,0.354
"Legumina, Casey",668984,ST,149,81.05,2688.092,96.979,0.807,0.5,6.699,-2.369,4.481,0.107,0.128,0.128,0.107,0.304,0.298
"Leiter Jr., Mark",643410,CU,212,74.057,2286.708,21.222,0.684,-1.461,6.552,-0.955,5.863,0.156,0.226,0.123,0.024,0.266,0.285
"Leiter Jr., Mark",643410,FS,254,85.804,675.102,242.209,-0.613,0.343,6.72,-0.941,5.791,0.228,0.02,0.252,0.075,0.241,0.318
"Leiter Jr., Mark",643410,SI,321,93.746,2026.016,209.963,-1.151,1.121,6.707,-1.155,5.76,0.037,0.255,0.075,0.093,0.365,0.344
"Leiter, Jack",683004,CH,426,90.703,1522.118,228.965,-1.205,0.248,6.751,-1.651,5.573,0.129,0.106,0.117,0.073,0.298,0.349
"Leiter, Jack",683004,CU,244,81.931,2629.867,35.25,0.523,-0.808,6.605,-1.642,5.803,0.119,0.176,0.139,0.082,0.293,0.32
"Leiter, Jack",683004,FF,1001,97.299,2427.57,213.393,-0.738,1.454,6.927,-1.596,5.54,0.092,0.159,0.104,0.086,0.33,0.31
"Leiter, Jack",683004,SI,310,96.094,2336.967,212.739,-1.135,1.224,6.915,-1.843,5.563,0.065,0.168,0.11,0.116,0.418,0.371
"Leiter, Jack",683004,SL,602,87.584,2546.337,117.743,0.351,0.112,6.723,-1.788,5.693,0.13,0.145,0.148,0.076,0.299,0.276
"Liberatore, Matthew",669461,CH,291,88.427,1802.289,132.065,1.263,0.83,6.337,0.775,6.374,0.069,0.158,0.12,0.096,0.344,0.296
"Liberatore, Matthew",669461,CU,376,77.446,2963.816,334.625,-0.8,-1.496,6.396,0.525,6.607,0.117,0.207,0.173,0.045,0.194,0.315
"Liberatore, Matthew",669461,FC,248,90.206,2497.577,164.165,-0.167,0.894,6.398,0.56,6.512,0.069,0.125,0.113,0.081,0.401,0.343
"Liberatore, Matthew",669461,FF,684,93.891,2113.456,151.677,0.591,1.366,6.391,0.512,6.588,0.05,0.187,0.12,0.117,0.37,0.341
"Liberatore, Matthew",669461,SI,281,93.985,2095.715,151.79,1.06,1.17,6.443,0.546,6.507,0.025,0.249,0.057,0.149,0.418,0.368
"Liberatore, Matthew",669461,SL,506,86.393,2688.739,246.462,-0.335,0.093,6.394,0.646,6.479,0.178,0.099,0.227,0.111,0.296,0.367
"Littell, Zack",641793,FF,682,92.119,2012.272,212.294,-0.61,1.338,6.264,-0.637,6.139,0.095,0.182,0.132,0.087,0.317,0.322
"Littell, Zack",641793,FS,769,83.443,1105.544,247.226,-0.971,-0.077,6.112,-0.708,6.081,0.126,0.078,0.186,0.1,0.269,0.301
"Littell, Zack",641793,SI,454,91.496,2027.032,214.247,-1.184,1.031,6.275,-0.735,6.01,0.057,0.198,0.086,0.104,0.345,0.3
"Littell, Zack",641793,SL,782,87.284,2199.596,194.574,0.115,0.604,6.174,-0.739,6.2,0.087,0.17,0.138,0.124,0.392,0.346
"Littell, Zack",641793,ST,153,79.451,2166.433,40.147,0.956,-0.314,6.072,-0.785,6.174,0.078,0.17,0.131,0.059,0.212,0.219
"Little, Brendon",663893,FC,129,93.567,2216.628,119.411,0.122,0.539,5.689,2.001,6.146,0.116,0.194,0.178,0.062,0.385,0.369
"Little, Brendon",663893,KC,602,87.009,1799.872,341.478,-0.196,-0.64,5.733,1.746,6.202,0.231,0.091,0.262,0.056,0.21,0.324
"Little, Brendon",663893,SI,605,93.414,2029.34,112.188,1.218,-0.151,5.578,2.036,5.867,0.106,0.226,0.117,0.088,0.39,0.317
"Lively, Ben",594902,FF,238,89.838,2036.618,215.853,-0.771,1.381,6.897,-1.322,5.174,0.063,0.235,0.101,0.076,0.371,0.296
"Lively, Ben",594902,SI,175,90.45,2005.771,219.411,-1.195,1.077,6.905,-1.315,5.104,0.057,0.177,0.08,0.109,0.293,0.314
"Lodolo, Nick",666157,CH,541,87.865,1833.945,102.8,1.422,0.154,6.344,3.678,5.378,0.14,0.092,0.227,0.083,0.3,0.292
"Lodolo, Nick",666157,CU,716,81.923,2566.971,298.841,-0.702,0.002,6.095,3.708,5.439,0.194,0.155,0.211,0.064,0.216,0.238
"Lodolo, Nick",666157,FF,692,93.884,2283.088,111.53,1.4,0.76,6.3,3.678,5.436,0.091,0.165,0.103,0.078,0.269,0.332
"Lodolo, Nick",666157,SI,543,93.709,2306.376,111.306,1.557,0.494,6.302,3.716,5.358,0.055,0.228,0.107,0.118,0.387,0.355
"Long, Sam",669674,CU,141,76.76,2594.979,329.723,-0.402,-1.135,5.859,1.637,6.016,0.085,0.191,0.17,0.085,0.243,0.289
"Long, Sam",669674,FF,277,93.173,2312.581,146.292,0.574,1.351,6.108,1.702,5.896,0.043,0.159,0.079,0.083,0.4,0.327
"Long, Sam",669674,SL,202,84.854,2260.663,210.416,-0.153,0.23,6.023,1.654,5.942,0.144,0.139,0.153,0.079,0.317,0.331
"Lopez, Jacob",682052,CH,224,82.797,2129.46,107.125,1.53,0.408,6.996,3.765,5.032,0.134,0.098,0.201,0.067,0.279,0.291
"Lopez, Jacob",682052,FC,243,87.604,2194.444,147.798,0.082,0.825,7.021,3.783,5.321,0.091,0.148,0.119,0.078,0.332,0.311
"Lopez, Jacob",682052,FF,587,90.77,2133.455,124.964,1.134,0.99,7.146,3.669,5.296,0.102,0.189,0.136,0.029,0.305,0.322
"Lopez, Jacob",682052,SI,103,90.195,2073.505,124.505,1.46,0.583,7.201,3.673,5.224,0.058,0.252,0.097,0.107,0.486,0.392
"Lopez, Jacob",682052,SL,509,78.114,2370.039,278.173,-0.769,0.141,6.844,3.875,5.113,0.155,0.165,0.167,0.069,0.253,0.294
"Lord, Brad",695418,CH,278,85.889,1956.683,262.748,-1.483,0.467,5.56,-2.526,5.311,0.086,0.101,0.137,0.104,0.313,0.313
"Lord, Brad",695418,FF,1032,94.754,2329.829,245.418,-1.299,0.875,5.671,-2.401,5.395,0.108,0.152,0.091,0.073,0.348,0.378
"Lord, Brad",695418,SI,384,94.347,2223.375,250.435,-1.52,0.402,5.658,-2.469,5.324,0.042,0.164,0.146,0.13,0.315,0.332
"Lord, Brad",695418,SL,430,85.527,2512.321,130.295,0.065,0.047,5.467,-2.532,5.346,0.105,0.151,0.128,0.091,0.337,0.329
"Lorenzen, Michael",547179,CH,401,83.744,1982.027,239.324,-1.277,0.736,5.857,-1.838,5.818,0.212,0.072,0.207,0.047,0.241,0.258
"Lorenzen, Michael",547179,CU,261,82.171,2530.264,27.636,0.195,-1.019,5.93,-1.836,5.785,0.107,0.149,0.176,0.092,0.413,0.429
"Lorenzen, Michael",547179,FC,251,90.189,2518.49,208.765,-0.095,0.696,5.918,-2.019,5.771,0.084,0.143,0.131,0.08,0.38,0.353
"Lorenzen, Michael",547179,FF,511,93.931,2340.243,224.325,-0.957,1.245,5.89,-1.88,5.782,0.067,0.19,0.086,0.092,0.367,0.339
"Lorenzen, Michael",547179,SI,418,92.947,2195.325,230.029,-1.384,0.674,5.942,-2.298,5.672,0.038,0.234,0.122,0.105,0.336,0.352
"Lorenzen, Michael",547179,SL,277,85.191,2581.552,91.744,0.231,-0.004,5.927,-1.907,5.816,0.13,0.137,0.159,0.112,0.323,0.353
"Lorenzen, Michael",547179,ST,199,82.28,2553.683,55.332,1.026,-0.059,5.945,-2.294,5.663,0.101,0.126,0.146,0.08,0.305,0.302
"Loutos, Ryan",702795,FF,107,95.388,1877.112,234.206,-1.029,0.97,6.185,-1.404,6.075,0.056,0.168,0.084,0.131,0.37,0.325
"Loáisiga, Jonathan",642528,SI,270,96.826,2249.348,227.556,-1.445,0.572,6.487,-2.223,5.364,0.115,0.156,0.237,0.107,0.305,0.312
"Lucas, Easton",687922,FF,218,93.813,2208.05,151.959,0.424,1.449,6.297,2.213,6.257,0.151,0.147,0.133,0.115,0.355,0.346
"Lucchesi, Joey",664192,CU,169,77.809,2171.929,322.864,-0.426,-0.373,5.901,2.228,6.589,0.112,0.083,0.183,0.047,0.199,0.263
"Lucchesi, Joey",664192,FF,158,92.761,2293.994,147.823,0.497,1.183,6.108,2.49,5.905,0.07,0.215,0.095,0.07,0.315,0.31
"Lucchesi, Joey",664192,SI,304,92.461,2275.359,147.424,1.195,0.842,6.12,2.557,5.84,0.062,0.23,0.112,0.076,0.332,0.297
"Lugo, Seth",607625,CH,229,86.221,1671.389,235.249,-1.228,0.373,5.931,-1.334,5.533,0.096,0.109,0.135,0.14,0.359,0.342
"Lugo, Seth",607625,CS,114,71.132,2629.325,61.93,1.346,-0.31,5.705,-1.611,5.376,0.114,0.14,0.114,0.053,0.175,0.217
"Lugo, Seth",607625,CU,433,78.868,3238.36,47.704,1.201,-1.148,5.596,-1.466,5.64,0.104,0.21,0.171,0.09,0.308,0.377
"Lugo, Seth",607625,FC,336,89.249,2453.134,196.384,0.112,0.907,5.847,-1.433,5.758,0.095,0.149,0.119,0.089,0.357,0.41
"Lugo, Seth",607625,FF,501,91.726,2351.82,214.87,-0.615,1.279,5.972,-1.336,5.594,0.046,0.226,0.074,0.098,0.383,0.316
"Lugo, Seth",607625,SI,348,91.277,2398.014,219.095,-1.286,0.745,6.034,-1.328,5.434,0.057,0.224,0.086,0.109,0.38,0.336
"Lugo, Seth",607625,SL,134,83.108,2620.306,106.127,0.493,0.347,5.742,-1.472,5.599,0.104,0.142,0.104,0.067,0.328,0.261
"Lugo, Seth",607625,SV,224,79.027,2961.29,57.812,1.381,-0.343,5.612,-1.628,5.481,0.076,0.214,0.121,0.071,0.368,0.288
"Luzardo, Jesús",666200,CH,539,87.9,1931.223,113.467,1.373,0.604,5.804,2.436,5.76,0.186,0.083,0.202,0.067,0.288,0.317
"Luzardo, Jesús",666200,FF,1031,96.536,2241.863,128.479,1.004,1.176,5.845,2.271,5.914,0.082,0.156,0.098,0.08,0.34,0.345
"Luzardo, Jesús",666200,SI,343,95.844,2234.373,127.041,1.406,0.702,5.855,2.339,5.873,0.07,0.3,0.093,0.111,0.367,0.336
"Luzardo, Jesús",666200,SL,202,86.63,2391.198,155.802,0.026,0.096,5.773,2.323,5.864,0.173,0.054,0.248,0.094,0.2,0.32
"Luzardo, Jesús",666200,ST,1010,86.147,2293.133,325.428,-0.725,-0.023,5.732,2.466,5.69,0.179,0.218,0.181,0.038,0.209,0.321
"Lynch IV, Daniel",663738,CH,209,85.98,1641.861,110.957,1.256,0.16,6.672,1.363,5.685,0.11,0.187,0.124,0.1,0.334,0.358
"Lynch IV, Daniel",663738,FF,247,94.078,2233.789,133.324,0.854,1.231,6.652,1.149,5.854,0.049,0.182,0.085,0.081,0.36,0.264
"Lynch IV, Daniel",663738,KC,107,82.553,2257.121,298.692,-0.256,-0.232,6.332,1.184,6.044,0.084,0.336,0.121,0.093,0.437,0.408
"Lynch IV, Daniel",663738,SI,207,93.764,2092.715,133.425,1.385,0.701,6.683,1.286,5.706,0.058,0.188,0.135,0.087,0.312,0.265
"Lynch IV, Daniel",663738,SL,318,86.801,2290.003,186.767,-0.155,0.3,6.618,1.34,5.774,0.126,0.154,0.154,0.091,0.289,0.307
"López, Jorge",605347,SI,107,94.735,1925.458,226.57,-1.414,0.733,6.464,-1.449,5.898,0.084,0.234,0.159,0.14,0.35,0.39
"López, Pablo",641154,CH,267,87.351,1795.933,244.052,-1.244,0.221,6.991,-1.989,5.526,0.124,0.075,0.217,0.071,0.314,0.288
"López, Pablo",641154,CU,124,82.655,2602.694,38.694,0.592,-0.976,6.948,-1.718,5.704,0.121,0.153,0.194,0.04,0.211,0.296
"López, Pablo",641154,FF,518,94.476,2167.002,219.1,-0.539,1.186,7.04,-1.997,5.494,0.108,0.205,0.098,0.089,0.354,0.384
"López, Pablo",641154,ST,267,84.863,2410.607,45.232,1.037,0.002,6.996,-2.038,5.48,0.131,0.165,0.199,0.064,0.242,0.311
"Mahle, Tyler",641816,FC,172,85.405,2454.703,182.756,0.27,0.64,6.561,-1.964,5.53,0.105,0.203,0.128,0.11,0.271,0.271
"Mahle, Tyler",641816,FF,684,91.966,2333.506,215.626,-0.913,1.527,6.584,-1.743,5.657,0.091,0.161,0.108,0.073,0.342,0.332
"Mahle, Tyler",641816,FS,383,84.067,1733.253,227.436,-1.155,0.567,6.53,-1.895,5.586,0.141,0.117,0.191,0.089,0.303,0.321
"Mahle, Tyler",641816,SL,142,83.457,2440.634,128.789,0.262,0.272,6.525,-1.905,5.631,0.085,0.155,0.085,0.042,0.34,0.352
"Manaea, Sean",640455,FF,663,91.72,2049.183,118.596,1.177,0.909,6.949,3.648,5.069,0.11,0.163,0.118,0.087,0.308,0.344
"Manaea, Sean",640455,ST,371,77.686,2285.803,284.704,-1.083,0.328,6.693,3.601,5.218,0.156,0.17,0.159,0.081,0.282,0.317
"Martin, Chris",455119,FC,230,91.388,2241.651,189.983,0.232,0.663,6.485,-2.942,6.177,0.117,0.17,0.113,0.1,0.384,0.413
"Martin, Chris",455119,FF,189,94.749,2231.406,210.545,-0.61,1.247,6.529,-2.724,6.231,0.079,0.185,0.122,0.095,0.301,0.336
"Martin, Chris",455119,FS,115,88.401,1596.18,224.144,-0.867,0.176,6.703,-2.867,6.101,0.148,0.061,0.252,0.087,0.186,0.336
"Martin, Corbin",656686,FF,147,95.876,2479.762,201.068,-0.207,1.328,6.45,-2.344,5.893,0.095,0.197,0.082,0.075,0.373,0.369
"Martin, Corbin",656686,SL,108,91.834,2450.694,175.102,0.368,0.591,6.367,-2.438,5.884,0.139,0.157,0.13,0.074,0.337,0.328
"Martin, Davis",663436,CH,563,90.163,2060.341,237.989,-1.194,0.105,6.469,-2.239,5.907,0.089,0.082,0.174,0.142,0.331,0.366
"Martin, Davis",663436,CU,111,78.806,2793.649,46.613,1.144,-0.758,6.303,-2.178,6.079,0.099,0.225,0.126,0.054,0.329,0.376
"Martin, Davis",663436,FF,755,93.953,2411.515,214.581,-0.521,1.254,6.477,-2.069,5.949,0.09,0.154,0.11,0.069,0.33,0.309
"Martin, Davis",663436,SI,242,92.984,2383.483,216.723,-1.286,0.716,6.496,-2.137,5.895,0.025,0.223,0.05,0.186,0.443,0.384
"Martin, Davis",663436,SL,497,88.063,2580.746,143.932,0.147,0.392,6.43,-2.105,5.938,0.143,0.105,0.197,0.074,0.334,0.302
