player_name,pitcher,pitch_type,pitches,avg_velo,avg_spin,avg_spin_axis,avg_pfx_x,avg_pfx_z,avg_extension,avg_release_pos_x,avg_release_pos_z,whiff_rate,called_strike_rate,chase_rate,hard_hit_rate,xwoba_on_contact,xba_on_contact
"Bibee, Tanner",676440,FF,850,94.373,2243.022,205.96,-0.461,1.219,6.655,-2.059,6.362,0.042,0.185,0.079,0.096,0.373,0.342
"Bibee, Tanner",676440,SI,456,94.085,2226.327,212.035,-1.176,0.789,6.616,-2.229,6.34,0.042,0.261,0.096,0.094,0.263,0.263
"Bibee, Tanner",676440,ST,482,82.982,2673.838,51.448,1.335,-0.16,6.586,-2.328,6.263,0.127,0.151,0.143,0.058,0.273,0.27
"Bido, Osvaldo",674370,CH,146,88.751,2184.288,229.452,-1.334,0.832,6.421,-2.29,5.907,0.103,0.137,0.062,0.062,0.31,0.327
"Bido, Osvaldo",674370,FF,523,94.51,2441.562,222.694,-0.852,1.313,6.315,-2.307,5.888,0.084,0.12,0.115,0.099,0.429,0.357
"Bido, Osvaldo",674370,SI,204,94.741,2330.961,222.157,-1.318,0.841,6.379,-2.333,5.85,0.054,0.186,0.098,0.078,0.277,0.256
"Bido, Osvaldo",674370,SL,411,85.247,2227.725,62.949,0.594,0.279,6.141,-2.34,5.986,0.17,0.158,0.17,0.1,0.334,0.343
"Bieber, Shane",669456,CH,138,88.97,1375.304,251.145,-1.096,-0.047,6.607,-1.754,5.542,0.13,0.072,0.188,0.08,0.278,0.301
"Bieber, Shane",669456,FC,122,87.512,2553.484,202.5,0.165,0.597,6.602,-1.721,5.617,0.041,0.172,0.082,0.066,0.372,0.337
"Bieber, Shane",669456,FF,316,92.625,2409.253,216.326,-0.85,1.484,6.699,-1.629,5.67,0.079,0.253,0.085,0.098,0.388,0.348
"Bieber, Shane",669456,KC,172,82.722,2521.552,35.355,0.628,-1.012,6.577,-1.668,5.642,0.11,0.192,0.18,0.151,0.326,0.364
"Bieber, Shane",669456,SL,207,85.414,2618.816,101.821,0.093,-0.066,6.685,-1.686,5.595,0.227,0.072,0.217,0.087,0.295,0.359
"Bigge, Hunter",685801,FF,102,97.568,2382.078,198.686,-0.351,1.495,6.767,-0.223,5.825,0.078,0.137,0.108,0.147,0.447,0.369
"Bigge, Hunter",685801,SL,101,89.132,2364.663,122.594,0.424,0.214,6.818,-0.359,5.653,0.208,0.119,0.139,0.069,0.286,0.306
"Bird, Jake",656234,CU,217,80.561,2900.659,62.327,1.339,-0.729,5.963,-2.518,5.504,0.171,0.175,0.194,0.046,0.157,0.333
"Bird, Jake",656234,SI,328,94.4,2129.268,236.36,-0.935,0.032,5.848,-2.748,5.22,0.064,0.162,0.079,0.146,0.418,0.362
"Bird, Jake",656234,ST,388,83.989,2711.595,83.062,1.194,0.502,5.838,-2.932,5.02,0.134,0.327,0.142,0.054,0.258,0.286
"Birdsong, Hayden",806185,CH,201,88.721,1318.025,248.388,-0.991,-0.002,6.639,-2.02,6.331,0.159,0.09,0.179,0.1,0.279,0.399
"Birdsong, Hayden",806185,CU,155,80.309,2821.935,25.884,0.321,-1.053,6.427,-1.828,6.538,0.116,0.226,0.129,0.071,0.313,0.392
"Birdsong, Hayden",806185,FF,527,95.511,2403.503,205.14,-0.501,1.505,6.536,-1.857,6.531,0.076,0.156,0.114,0.074,0.357,0.255
"Birdsong, Hayden",806185,SL,291,88.924,2385.175,189.45,0.163,0.592,6.445,-1.993,6.44,0.141,0.151,0.151,0.089,0.324,0.308
"Bivens, Spencer",702352,CH,198,88.479,1601.975,232.843,-0.952,0.196,6.366,-1.837,6.13,0.116,0.056,0.192,0.116,0.277,0.265
"Bivens, Spencer",702352,FC,352,90.998,2126.497,197.48,0.122,0.854,6.314,-1.718,6.292,0.074,0.156,0.128,0.071,0.337,0.333
"Bivens, Spencer",702352,SI,486,94.796,1884.77,225.519,-1.331,0.546,6.364,-1.849,6.158,0.031,0.288,0.095,0.074,0.316,0.306
"Bivens, Spencer",702352,ST,108,83.14,2243.204,74.102,1.052,0.308,6.322,-1.786,6.108,0.13,0.102,0.176,0.12,0.311,0.371
"Blackburn, Paul",621112,FC,194,90.048,2473.366,172.655,0.348,0.52,6.198,-2.158,5.936,0.088,0.144,0.149,0.077,0.377,0.338
"Blackburn, Paul",621112,SI,215,92.691,1954.084,213.14,-1.075,0.603,6.292,-2.124,5.874,0.028,0.251,0.088,0.098,0.311,0.339
"Blackburn, Paul",621112,ST,110,81.659,2746.673,47.309,1.416,-0.422,6.249,-2.422,5.664,0.127,0.145,0.191,0.073,0.325,0.306
"Blalock, Bradley",687134,CU,135,80.99,2512.089,22.104,0.092,-0.808,6.431,-1.519,6.384,0.059,0.074,0.089,0.074,0.434,0.476
"Blalock, Bradley",687134,FC,102,89.783,2347.971,157.549,0.378,0.393,6.531,-1.849,6.28,0.108,0.098,0.078,0.088,0.378,0.34
"Blalock, Bradley",687134,FF,479,94.597,2099.071,192.952,-0.24,1.404,6.566,-1.388,6.367,0.038,0.184,0.111,0.142,0.469,0.379
"Blalock, Bradley",687134,FS,157,86.849,1322.338,215.153,-0.71,0.634,6.554,-1.942,6.185,0.127,0.076,0.146,0.083,0.249,0.269
"Blalock, Bradley",687134,SL,160,85.282,2523.306,76.912,0.335,-0.185,6.55,-1.749,6.235,0.1,0.162,0.138,0.106,0.364,0.323
"Blanco, Ronel",669854,CU,161,80.161,2213.422,35.056,0.853,-0.127,6.698,-1.91,5.983,0.124,0.236,0.174,0.087,0.25,0.231
"Blanco, Ronel",669854,FF,283,93.205,2259.933,205.594,-0.559,1.567,6.892,-1.711,6.053,0.057,0.155,0.11,0.064,0.382,0.266
"Blanco, Ronel",669854,SL,250,85.536,2134.48,185.312,0.242,0.533,6.844,-2.005,5.86,0.236,0.124,0.2,0.052,0.232,0.294
"Blewett, Scott",656240,FF,256,93.388,2259.434,207.602,-0.445,1.226,7.147,-1.8,6.214,0.066,0.176,0.074,0.121,0.417,0.341
"Blewett, Scott",656240,FS,135,84.999,1007.489,234.496,-0.538,0.194,7.052,-1.979,6.091,0.141,0.111,0.2,0.111,0.254,0.276
"Blewett, Scott",656240,SL,314,84.012,2141.433,74.666,0.188,-0.051,7.069,-1.932,6.146,0.172,0.121,0.156,0.099,0.309,0.307
"Blubaugh, AJ",805123,FF,278,94.618,2369.011,217.115,-0.978,1.485,6.692,-2.364,5.969,0.115,0.183,0.108,0.076,0.376,0.325
"Blubaugh, AJ",805123,ST,108,81.785,2734.111,64.63,1.277,0.103,6.631,-2.454,5.843,0.176,0.12,0.213,0.037,0.259,0.235
"Booser, Cam",592155,FC,112,87.27,2153.634,236.179,-0.276,0.067,6.382,2.84,5.658,0.125,0.223,0.152,0.107,0.448,0.333
"Booser, Cam",592155,FF,262,95.517,2131.996,150.324,0.608,1.343,6.443,2.558,5.923,0.08,0.115,0.115,0.111,0.355,0.28
"Booser, Cam",592155,ST,182,81.111,2132.956,312.39,-1.091,-0.342,6.386,2.941,5.587,0.159,0.181,0.159,0.044,0.213,0.264
"Borucki, Ryan",621366,FS,103,83.813,1280.65,106.078,1.1,0.021,6.661,1.711,5.552,0.223,0.039,0.194,0.078,0.265,0.38
"Borucki, Ryan",621366,SI,156,93.925,2272.955,127.442,1.507,0.709,6.553,1.713,5.659,0.032,0.237,0.071,0.096,0.506,0.415
"Borucki, Ryan",621366,SL,244,85.856,2274.816,198.832,-0.123,0.201,6.527,1.78,5.644,0.18,0.176,0.156,0.078,0.329,0.305
"Boushley, Caleb",676961,FC,140,89.691,2400.607,196.014,0.102,0.958,5.914,-1.922,5.82,0.079,0.15,0.107,0.057,0.316,0.352
"Boushley, Caleb",676961,FF,144,91.941,2386.257,210.764,-0.463,1.376,5.945,-1.898,5.868,0.104,0.222,0.069,0.111,0.481,0.492
"Boushley, Caleb",676961,SI,207,92.185,2240.087,218.58,-1.302,0.85,5.983,-1.892,5.815,0.014,0.261,0.072,0.15,0.35,0.382
"Bowden, Ben",641386,FF,110,93.404,2418.873,135.109,1.106,1.379,6.036,0.619,6.018,0.1,0.2,0.064,0.127,0.437,0.372
"Bowlan, Jonathan",680742,FF,244,95.548,2344.234,211.307,-0.666,1.473,6.683,-2.52,6.233,0.205,0.152,0.18,0.049,0.353,0.364
"Bowlan, Jonathan",680742,SI,125,96.102,2225.152,214.952,-1.168,1.038,6.703,-2.51,6.143,0.056,0.168,0.16,0.032,0.225,0.202
"Bowlan, Jonathan",680742,SL,227,85.83,2488.868,77.062,0.283,-0.086,6.637,-2.587,6.124,0.189,0.145,0.216,0.084,0.282,0.361
"Bowman, Matt",621199,FC,115,88.495,2281.357,195.817,0.168,0.608,6.594,-4.357,5.622,0.078,0.148,0.087,0.061,0.326,0.291
"Bowman, Matt",621199,SI,194,91.116,2064.943,241.17,-1.517,0.304,6.785,-4.239,5.502,0.052,0.247,0.129,0.077,0.3,0.28
"Boyd, Matthew",571510,CH,680,78.662,1816.543,118.856,1.312,0.473,6.215,2.295,5.534,0.172,0.129,0.172,0.084,0.273,0.271
"Boyd, Matthew",571510,CU,332,73.533,2327.099,311.506,-0.907,-0.712,6.089,2.307,5.747,0.069,0.307,0.078,0.042,0.307,0.338
"Boyd, Matthew",571510,FF,1368,93.271,2317.118,126.902,1.107,1.073,6.395,2.269,5.498,0.069,0.145,0.107,0.101,0.33,0.324
"Boyd, Matthew",571510,SL,430,82.02,2485.191,259.858,-0.193,0.028,6.224,2.719,5.0,0.16,0.116,0.186,0.053,0.252,0.351
"Boyle, Joe",671212,FF,453,98.517,2578.912,219.754,-0.685,1.232,6.534,-1.259,5.82,0.097,0.148,0.075,0.079,0.378,0.304
"Boyle, Joe",671212,FS,152,92.97,1988.158,239.059,-1.316,0.242,6.576,-1.23,5.801,0.092,0.092,0.105,0.099,0.188,0.29
"Boyle, Joe",671212,SL,328,90.843,2611.832,137.165,0.29,0.18,6.516,-1.254,5.815,0.143,0.241,0.134,0.073,0.291,0.327
"Bradish, Kyle",680694,FF,112,94.416,2416.125,185.223,0.127,1.338,6.358,-1.085,6.523,0.08,0.179,0.107,0.08,0.441,0.375
"Bradish, Kyle",680694,SI,161,94.829,2161.143,192.217,-0.961,1.171,6.433,-1.006,6.431,0.087,0.286,0.124,0.068,0.289,0.388
"Bradish, Kyle",680694,SL,158,86.935,2589.171,52.12,1.014,0.007,6.354,-1.301,6.331,0.215,0.127,0.184,0.057,0.113,0.184
"Bradley, Taj",671737,CU,335,81.797,2557.34,18.561,0.329,-1.222,6.327,-1.146,6.343,0.119,0.182,0.143,0.027,0.118,0.239
"Bradley, Taj",671737,FC,514,89.646,2178.078,167.298,0.333,0.463,6.358,-1.39,6.204,0.142,0.14,0.144,0.078,0.32,0.314
"Bradley, Taj",671737,FF,877,96.214,2325.593,202.878,-0.52,1.543,6.372,-1.28,6.215,0.083,0.158,0.108,0.097,0.384,0.328
"Bradley, Taj",671737,FS,344,91.245,1699.735,220.686,-1.055,0.742,6.465,-1.424,6.164,0.105,0.099,0.122,0.093,0.269,0.27
"Bradley, Taj",671737,SI,202,96.041,2150.198,202.95,-0.872,1.28,6.371,-1.282,6.263,0.064,0.119,0.188,0.119,0.348,0.355
"Brash, Matt",666374,CH,115,89.884,1721.333,253.351,-1.203,-0.276,6.336,-2.734,5.088,0.165,0.087,0.226,0.07,0.187,0.265
"Brash, Matt",666374,SI,200,96.458,2265.638,230.352,-1.458,0.656,6.381,-2.506,5.344,0.03,0.27,0.08,0.075,0.365,0.367
"Brash, Matt",666374,SL,605,86.112,2935.632,50.882,1.286,-0.055,6.387,-2.635,5.216,0.144,0.188,0.2,0.046,0.258,0.305
"Brasier, Ryan",518489,FF,134,94.063,2269.597,217.53,-0.686,1.303,6.878,-1.797,5.622,0.075,0.142,0.09,0.119,0.347,0.353
"Brasier, Ryan",518489,SL,129,85.328,2374.597,135.674,0.45,0.193,7.019,-1.415,5.78,0.171,0.124,0.186,0.078,0.312,0.468
"Brazobán, Huascar",623211,CH,385,90.762,1990.226,239.465,-1.373,0.156,5.782,-1.643,5.896,0.156,0.086,0.208,0.091,0.298,0.321
"Brazobán, Huascar",623211,FF,121,96.464,2207.198,229.157,-0.924,1.206,5.828,-1.64,5.799,0.083,0.207,0.083,0.033,0.324,0.258
"Brazobán, Huascar",623211,SI,378,96.438,2259.696,228.934,-1.489,0.678,5.782,-1.654,5.843,0.058,0.23,0.164,0.093,0.329,0.306
"Brebbia, John",605154,FF,225,92.557,2240.102,217.164,-0.899,1.44,6.536,-1.813,5.699,0.062,0.222,0.089,0.098,0.357,0.335
"Brebbia, John",605154,SL,199,83.983,2595.945,138.457,0.569,0.352,6.553,-1.873,5.797,0.121,0.146,0.126,0.08,0.299,0.299
"Brieske, Beau",689225,CH,100,89.834,2132.97,226.55,-1.168,0.518,5.87,-1.624,5.972,0.12,0.09,0.17,0.07,0.259,0.248
"Brieske, Beau",689225,FF,197,95.697,2514.777,201.888,-0.377,1.523,5.889,-1.351,6.13,0.091,0.157,0.096,0.112,0.311,0.259
"Brogdon, Connor",641401,CH,352,84.011,2021.026,248.188,-1.399,0.59,7.038,-2.773,5.684,0.179,0.077,0.23,0.088,0.283,0.291
"Brogdon, Connor",641401,FC,136,86.815,2337.934,175.309,0.331,0.523,7.065,-2.887,5.662,0.074,0.243,0.096,0.096,0.399,0.322
"Brogdon, Connor",641401,FF,352,95.464,2289.483,220.375,-0.913,1.289,7.013,-2.719,5.741,0.111,0.179,0.102,0.057,0.297,0.324
"Brown, Ben",676962,FF,970,95.874,2211.79,210.937,-0.618,1.412,6.759,-1.574,6.41,0.057,0.222,0.089,0.106,0.393,0.349
"Brown, Ben",676962,KC,686,87.285,2283.258,79.854,0.215,-0.195,6.575,-1.542,6.526,0.224,0.105,0.208,0.08,0.265,0.365
"Brown, Hunter",686613,CH,356,88.201,1501.365,231.121,-1.197,0.659,6.774,-2.231,5.936,0.11,0.098,0.18,0.048,0.277,0.276
"Brown, Hunter",686613,FF,1110,96.578,2275.806,206.812,-0.563,1.445,6.696,-1.885,6.205,0.111,0.194,0.111,0.051,0.255,0.314
"Brown, Hunter",686613,KC,530,83.513,2574.283,20.055,0.423,-1.329,6.561,-2.036,6.234,0.164,0.149,0.187,0.066,0.237,0.364
"Brown, Hunter",686613,SI,672,95.705,2179.324,208.615,-1.16,1.096,6.701,-2.092,6.122,0.08,0.199,0.195,0.046,0.31,0.296
"Brown, Hunter",686613,SL,252,91.428,2209.587,181.968,0.307,0.474,6.684,-1.984,6.156,0.111,0.127,0.163,0.083,0.293,0.335
"Brown, McCade",685326,FF,286,94.34,2321.661,221.406,-0.943,1.075,7.129,-3.638,5.756,0.08,0.178,0.122,0.098,0.447,0.367
"Brubaker, JT",664141,SI,231,93.404,2267.437,224.541,-1.274,0.773,5.653,-2.473,6.355,0.026,0.216,0.091,0.113,0.405,0.357
"Brubaker, JT",664141,SL,114,86.313,2597.211,182.447,0.034,0.11,5.596,-2.441,6.381,0.211,0.132,0.219,0.053,0.217,0.272
"Bruihl, Justin",677865,SI,115,90.214,2171.687,123.565,1.478,0.241,6.806,3.246,5.101,0.078,0.304,0.087,0.078,0.293,0.383
"Brzykcy, Zach",694350,CH,102,88.282,2080.5,240.275,-1.374,0.778,6.507,-1.471,5.758,0.235,0.049,0.235,0.049,0.292,0.407
"Brzykcy, Zach",694350,CU,112,83.123,2660.455,35.527,0.428,-0.906,6.488,-1.439,5.848,0.098,0.188,0.161,0.071,0.326,0.374
"Brzykcy, Zach",694350,FF,245,94.697,2278.253,202.951,-0.578,1.587,6.633,-1.1,5.962,0.09,0.094,0.159,0.094,0.412,0.351
"Bubic, Kris",663460,CH,378,85.48,1605.167,119.019,0.945,0.015,6.714,2.145,5.638,0.201,0.071,0.275,0.069,0.253,0.26
"Bubic, Kris",663460,FF,684,92.135,2417.459,154.101,0.361,1.513,6.867,2.062,5.681,0.124,0.187,0.101,0.064,0.287,0.309
"Bubic, Kris",663460,SI,117,91.589,2251.368,144.821,1.129,0.787,6.853,2.164,5.564,0.043,0.214,0.103,0.111,0.399,0.329
"Bubic, Kris",663460,SL,243,85.363,2487.119,286.918,-0.11,0.028,6.742,2.027,5.71,0.132,0.185,0.14,0.111,0.339,0.353
"Bubic, Kris",663460,ST,373,82.94,2687.37,317.761,-1.091,-0.395,6.596,2.272,5.562,0.113,0.204,0.158,0.075,0.215,0.294
"Buehler, Walker",621111,CH,150,89.687,1560.3,239.12,-1.322,0.434,6.506,-1.551,5.384,0.08,0.1,0.113,0.06,0.204,0.245
"Buehler, Walker",621111,FC,370,90.595,2413.935,176.078,0.364,0.906,6.532,-1.203,5.506,0.103,0.159,0.168,0.1,0.421,0.368
"Buehler, Walker",621111,FF,554,93.988,2249.783,206.282,-0.478,1.408,6.52,-1.179,5.558,0.042,0.255,0.069,0.085,0.435,0.345
"Buehler, Walker",621111,KC,282,77.433,2435.106,34.766,0.944,-1.229,6.621,-1.017,5.651,0.103,0.124,0.191,0.057,0.285,0.304
"Buehler, Walker",621111,SI,359,93.772,2121.889,218.635,-1.271,0.904,6.479,-1.544,5.279,0.019,0.242,0.086,0.092,0.352,0.359
"Buehler, Walker",621111,SL,323,87.503,2523.498,132.848,0.691,0.3,6.602,-1.205,5.548,0.105,0.102,0.164,0.087,0.358,0.328
"Buehler, Walker",621111,ST,151,80.879,2715.079,71.748,1.359,0.131,6.579,-1.317,5.319,0.185,0.013,0.278,0.04,0.261,0.266
"Bummer, Aaron",607481,CU,327,81.006,2368.021,298.361,-1.064,-0.698,6.414,2.056,5.421,0.15,0.144,0.248,0.086,0.313,0.38
"Bummer, Aaron",607481,FF,116,91.58,2281.681,122.112,0.706,0.921,6.386,2.348,5.121,0.078,0.224,0.112,0.06,0.436,0.476
"Bummer, Aaron",607481,SI,324,90.823,2147.244,119.58,1.207,0.102,6.418,2.256,5.099,0.034,0.309,0.077,0.093,0.33,0.331
"Bummer, Aaron",607481,ST,164,81.233,2436.445,295.201,-1.234,-0.04,6.402,2.34,5.239,0.098,0.146,0.134,0.055,0.228,0.245
"Burke, Brock",656271,CH,223,88.755,2115.211,127.928,1.27,0.427,6.731,2.003,6.233,0.139,0.081,0.211,0.094,0.268,0.32
"Burke, Brock",656271,FF,430,96.116,2259.03,139.923,0.699,1.317,6.775,1.974,6.291,0.098,0.128,0.074,0.091,0.341,0.363
"Burke, Brock",656271,SL,280,87.895,2218.136,155.007,0.09,0.424,6.696,2.009,6.335,0.132,0.161,0.104,0.082,0.281,0.301
"Burke, Sean",680732,CH,155,85.67,1822.174,230.284,-1.232,0.742,7.185,-2.478,6.08,0.11,0.052,0.116,0.065,0.472,0.365
"Burke, Sean",680732,FF,1023,94.443,2560.371,201.545,-0.417,1.533,7.084,-2.345,6.295,0.109,0.131,0.129,0.071,0.31,0.31
"Burke, Sean",680732,KC,563,79.729,2546.593,27.798,0.492,-1.241,6.982,-2.353,6.282,0.091,0.258,0.121,0.073,0.328,0.374
"Burke, Sean",680732,SI,115,94.002,2386.313,207.965,-1.082,1.254,7.074,-2.401,6.22,0.026,0.104,0.148,0.113,0.377,0.269
"Burke, Sean",680732,SL,520,86.619,2507.404,162.012,0.448,0.408,7.022,-2.6,6.167,0.135,0.129,0.156,0.117,0.375,0.339
"Burnes, Corbin",669203,CU,194,80.034,2810.856,49.825,0.809,-0.959,6.459,-0.566,5.964,0.216,0.119,0.289,0.077,0.191,0.247
"Burnes, Corbin",669203,FC,555,94.085,2662.07,191.614,0.203,1.015,6.521,-0.758,5.894,0.085,0.229,0.13,0.088,0.341,0.299
"Burns, Chase",695505,FF,449,98.689,2602.568,197.677,-0.291,1.51,6.422,-1.565,6.498,0.118,0.145,0.085,0.078,0.315,0.362
"Burns, Chase",695505,SL,264,90.889,2818.814,107.352,0.421,0.111,6.373,-1.809,6.372,0.235,0.102,0.25,0.053,0.223,0.334
"Burrows, Mike",681347,CH,365,87.308,1510.249,234.805,-1.156,0.662,6.484,-1.406,6.177,0.255,0.101,0.225,0.077,0.219,0.302
"Burrows, Mike",681347,CU,183,78.47,2894.027,31.557,0.735,-1.352,6.197,-1.381,6.166,0.087,0.311,0.082,0.038,0.404,0.455
"Burrows, Mike",681347,FF,602,95.509,2305.502,206.975,-0.472,1.411,6.508,-1.349,6.121,0.07,0.166,0.086,0.121,0.387,0.348
"Burrows, Mike",681347,SL,300,87.277,2536.48,129.933,0.304,0.247,6.406,-1.417,6.084,0.097,0.157,0.13,0.08,0.297,0.302
"Buttó, José",676130,CH,166,88.35,1899.675,234.952,-0.787,0.269,6.331,-2.135,5.488,0.133,0.06,0.271,0.054,0.244,0.256
"Buttó, José",676130,FF,335,95.212,2413.633,208.403,-0.26,1.259,6.328,-1.967,5.561,0.104,0.203,0.084,0.075,0.393,0.338
"Buttó, José",676130,SI,189,94.689,2175.772,211.651,-1.213,0.842,6.389,-2.035,5.486,0.063,0.18,0.143,0.122,0.381,0.348
"Buttó, José",676130,SL,328,86.522,2643.604,88.381,0.239,-0.031,6.302,-2.058,5.511,0.183,0.082,0.216,0.073,0.28,0.335
"Cabrera, Edward",665795,CH,580,94.246,1748.802,236.15,-1.458,0.374,6.585,-1.262,6.042,0.133,0.1,0.203,0.097,0.26,0.341
"Cabrera, Edward",665795,CU,531,84.017,2631.115,37.682,0.91,-0.915,6.421,-1.169,6.226,0.179,0.226,0.209,0.06,0.203,0.256
"Cabrera, Edward",665795,FF,292,96.964,2334.695,223.887,-0.912,1.215,6.492,-1.321,6.002,0.065,0.164,0.075,0.113,0.451,0.416
"Cabrera, Edward",665795,SI,460,96.87,2308.915,222.989,-1.435,0.796,6.522,-1.343,5.97,0.039,0.243,0.076,0.135,0.444,0.362
"Cabrera, Edward",665795,SL,389,88.491,2548.27,127.936,0.156,0.183,6.494,-1.426,5.914,0.19,0.18,0.162,0.077,0.266,0.288
"Cabrera, Génesis",650893,CU,139,80.133,2367.755,321.755,-0.641,-0.695,5.946,1.323,6.067,0.094,0.209,0.18,0.094,0.314,0.361
"Cabrera, Génesis",650893,FC,146,89.937,2191.13,165.568,-0.018,0.596,6.014,1.493,5.926,0.178,0.137,0.151,0.082,0.267,0.315
"Cabrera, Génesis",650893,FF,163,95.69,2282.509,144.681,0.699,1.391,5.994,0.986,6.031,0.086,0.11,0.117,0.092,0.337,0.276
"Cabrera, Génesis",650893,SI,174,95.411,2328.379,143.954,1.279,1.004,5.959,1.277,5.91,0.046,0.23,0.086,0.126,0.419,0.296
"Cameron, Noah",702070,CH,402,81.283,1517.771,140.206,0.904,0.934,6.192,1.537,6.385,0.206,0.09,0.159,0.065,0.297,0.338
"Cameron, Noah",702070,CU,417,80.912,2393.612,341.95,-0.286,-0.891,6.291,0.926,6.499,0.125,0.18,0.175,0.067,0.203,0.29
"Cameron, Noah",702070,FC,468,88.154,2461.509,193.675,-0.315,0.536,6.322,1.106,6.386,0.1,0.145,0.145,0.085,0.388,0.316
"Cameron, Noah",702070,FF,571,92.336,2288.016,160.995,0.373,1.401,6.294,1.03,6.416,0.039,0.177,0.068,0.1,0.389,0.317
"Cameron, Noah",702070,SL,306,84.142,2534.418,274.958,-0.246,-0.096,6.279,1.134,6.392,0.147,0.173,0.193,0.105,0.257,0.311
"Canning, Griffin",656288,CH,312,89.47,1485.99,246.654,-1.247,0.122,5.81,-1.217,5.683,0.122,0.106,0.138,0.115,0.3,0.31
"Canning, Griffin",656288,FF,471,94.067,2149.231,217.172,-0.797,1.312,6.08,-1.037,5.764,0.057,0.221,0.085,0.072,0.373,0.353
"Canning, Griffin",656288,SL,410,87.745,2735.91,51.751,0.108,-0.37,5.886,-1.204,5.824,0.173,0.139,0.173,0.102,0.346,0.357
"Cannon, Jonathan",686563,CH,383,85.587,1836.687,241.752,-1.289,0.104,6.344,-2.236,5.752,0.112,0.068,0.188,0.078,0.284,0.304
"Cannon, Jonathan",686563,FC,418,89.308,2312.541,207.031,0.033,0.796,6.169,-2.32,5.848,0.108,0.177,0.089,0.086,0.394,0.358
"Cannon, Jonathan",686563,FF,325,93.763,2271.231,224.865,-0.736,1.248,6.192,-2.19,5.919,0.126,0.074,0.154,0.068,0.288,0.315
"Cannon, Jonathan",686563,SI,393,93.018,2164.697,225.084,-1.255,0.425,6.175,-2.145,5.924,0.043,0.201,0.079,0.155,0.407,0.367
"Cannon, Jonathan",686563,ST,269,81.59,2624.353,64.498,1.258,0.218,6.189,-2.307,5.749,0.067,0.19,0.112,0.071,0.397,0.351
"Cano, Yennier",666974,CH,123,91.84,1849.805,263.472,-1.491,0.166,6.038,-2.354,5.66,0.163,0.041,0.309,0.065,0.33,0.413
"Cano, Yennier",666974,FF,113,94.909,2197.035,254.442,-1.14,0.618,5.936,-2.264,5.48,0.071,0.168,0.088,0.071,0.277,0.284
"Cano, Yennier",666974,SI,452,95.13,2062.75,255.199,-1.417,-0.11,5.965,-2.277,5.555,0.084,0.223,0.119,0.1,0.299,0.267
"Cano, Yennier",666974,SL,199,86.159,2461.337,58.307,0.974,-0.02,5.782,-2.488,5.351,0.09,0.206,0.116,0.045,0.329,0.387
"Cantillo, Joey",676282,CH,516,78.314,1509.684,128.905,0.855,1.032,7.384,0.509,5.895,0.238,0.126,0.167,0.047,0.22,0.286
"Cantillo, Joey",676282,CU,314,77.277,2649.914,337.704,-0.678,-1.501,7.085,0.657,5.964,0.08,0.252,0.102,0.051,0.206,0.327
"Cantillo, Joey",676282,FF,704,91.738,1841.882,153.132,0.588,1.406,7.447,0.51,5.8,0.053,0.233,0.057,0.098,0.389,0.363
"Cantillo, Joey",676282,SL,147,85.098,2014.19,239.184,-0.408,0.468,7.184,0.762,5.751,0.129,0.102,0.116,0.102,0.347,0.3
"Carrasco, Carlos",471911,CH,166,84.877,1233.277,239.247,-0.626,0.107,6.75,-1.396,5.853,0.163,0.036,0.259,0.054,0.241,0.298
"Carrasco, Carlos",471911,FF,162,91.475,2175.963,220.247,-0.451,0.999,6.686,-1.205,5.931,0.037,0.142,0.043,0.123,0.446,0.342
"Carrasco, Carlos",471911,SI,177,90.343,2045.226,224.119,-1.146,0.395,6.723,-1.26,5.876,0.062,0.209,0.079,0.164,0.385,0.344
"Carrasco, Carlos",471911,SL,194,84.402,2344.577,173.964,0.206,0.347,6.756,-1.33,5.819,0.139,0.17,0.144,0.119,0.359,0.382
"Casparius, Ben",676508,CU,180,80.782,3016.761,40.356,0.852,-1.21,5.891,-0.603,6.247,0.133,0.2,0.117,0.078,0.277,0.377
"Casparius, Ben",676508,FC,274,92.092,2754.526,165.675,0.45,0.58,5.747,-0.845,6.165,0.095,0.164,0.109,0.069,0.293,0.284
"Casparius, Ben",676508,FF,374,96.147,2433.428,200.933,-0.235,1.491,5.774,-0.724,6.268,0.142,0.142,0.136,0.067,0.366,0.332
"Casparius, Ben",676508,ST,406,85.267,3079.869,58.424,1.165,-0.074,5.772,-0.864,6.111,0.118,0.106,0.18,0.069,0.262,0.312
"Castillo, José",620454,SI,211,93.001,2012.953,136.791,1.294,0.461,6.329,2.992,6.04,0.043,0.299,0.085,0.066,0.383,0.329
"Castillo, José",620454,SL,237,84.162,2485.983,303.224,-0.436,-0.096,6.235,3.146,5.956,0.139,0.114,0.219,0.118,0.308,0.347
"Castillo, Luis",622491,CH,348,87.159,1970.19,260.655,-1.474,-0.048,5.453,-2.315,4.828,0.106,0.078,0.241,0.069,0.363,0.375
"Castillo, Luis",622491,FF,1452,94.985,2214.498,239.112,-1.082,1.033,5.395,-2.173,5.163,0.133,0.112,0.117,0.091,0.283,0.267
"Castillo, Luis",622491,SI,690,94.827,2036.819,241.521,-1.548,0.308,5.419,-2.204,5.034,0.048,0.191,0.101,0.145,0.368,0.344
