player_name,pitch_type,swings,avg_physics,avg_xwoba,whiff_rate,avg_launch_speed,avg_chase_deviation,outside_zone_pitches,raw_chase_rate,physics_z,chase_z,discomfort_score
"Márquez, Germán",SI,192,-0.9103,0.3608,0.0312,86.2461,0.0097,178,0.2472,-1.3602,0.0053,-0.0312
"Nelson, Ryne",CU,103,-0.136,0.2793,0.2427,83.5618,-0.0178,136,0.2721,-0.1993,-0.48,-0.0179
"Nelson, Ryne",FC,101,-0.1229,0.2947,0.1881,85.4618,-0.0028,102,0.2451,-0.1797,-0.2152,-0.0101
"Nelson, Ryne",FF,812,0.1464,0.2956,0.1589,84.1162,0.0882,622,0.3232,0.224,1.3929,0.0437
"Nelson, Ryne",SL,139,0.2031,0.2674,0.3165,84.1966,-0.0791,212,0.2358,0.309,-1.5621,-0.0361
"Newcomb, Sean",FF,218,0.4451,0.3084,0.1881,80.3397,0.0332,183,0.2678,0.6719,0.4215,0.0272
"Newcomb, Sean",SI,130,0.3418,0.3184,0.0846,83.4817,-0.0197,135,0.2296,0.517,-0.5133,-0.0023
"Nicolas, Kyle",FF,161,-0.4238,0.3321,0.118,84.6679,0.0383,137,0.292,-0.6309,0.5102,-0.0004
"Nola, Aaron",CH,112,-0.2173,0.2616,0.3036,84.6123,0.0346,147,0.3673,-0.3213,0.4448,0.0049
"Nola, Aaron",FF,198,-0.1303,0.3129,0.1263,84.875,-0.0108,209,0.2153,-0.1908,-0.3563,-0.0143
"Nola, Aaron",SI,115,-0.4225,0.37,0.087,86.6097,0.0151,116,0.2586,-0.6289,0.1003,-0.0117
"O'Brien, Riley",SI,144,1.1577,0.3191,0.0972,83.0923,-0.0289,146,0.2192,1.7402,-0.6751,0.0215
"Ober, Bailey",CH,347,-0.2103,0.2337,0.2853,79.593,0.0646,363,0.4132,-0.3107,0.9754,0.0198
"Ober, Bailey",FF,411,-0.6128,0.3387,0.1703,84.5845,0.0408,349,0.2808,-0.9142,0.5542,-0.0057
"Ober, Bailey",SL,210,-0.5147,0.3175,0.1952,84.8006,0.0241,184,0.3587,-0.7671,0.2608,-0.0105
"Ogasawara, Shinnosuke",FF,116,0.2994,0.4141,0.0948,83.6706,-0.0592,93,0.1505,0.4535,-1.2102,-0.023
"Ohl, Pierson",CH,120,0.2093,0.2589,0.2917,79.8493,0.1348,110,0.4818,0.3184,2.2157,0.0687
"Ohtani, Shohei",FF,215,0.2232,0.2575,0.214,82.9941,0.0569,179,0.2905,0.3392,0.839,0.031
"Ohtani, Shohei",ST,112,-0.3375,0.1999,0.3661,80.3286,0.0448,99,0.3636,-0.5015,0.6256,0.0057
"Okert, Steven",FF,202,-0.0717,0.2791,0.1881,83.3451,-0.032,186,0.1935,-0.1029,-0.731,-0.0226
"Okert, Steven",SL,301,-0.0721,0.1849,0.3887,79.3827,0.0158,271,0.3395,-0.1036,0.1131,0.0007
"Olson, Reese",CH,139,-0.5787,0.22,0.4317,78.8567,0.0968,198,0.4394,-0.8631,1.5434,0.0228
"Olson, Reese",SI,104,-1.0268,0.3627,0.0192,87.2505,-0.1635,122,0.082,-1.5348,-3.0535,-0.1199
"Olson, Reese",SL,113,2.0132,0.2407,0.469,81.9982,0.115,140,0.4357,3.0227,1.8654,0.1213
"Ort, Kaleb",FF,194,-0.1911,0.1958,0.2474,83.5708,-0.04,205,0.2098,-0.2819,-0.8712,-0.0306
"Ortiz, Luis",FF,181,-0.3696,0.2874,0.2762,84.1669,-0.0612,213,0.169,-0.5496,-1.2459,-0.0471
"Ortiz, Luis",SI,136,-0.5345,0.3033,0.1103,83.6609,0.0385,106,0.283,-0.7968,0.5138,-0.0042
"Ortiz, Luis",SL,183,0.1955,0.2759,0.3825,83.752,0.022,203,0.335,0.2976,0.2226,0.013
"Paddack, Chris",CH,309,0.671,0.3058,0.2395,82.1694,0.0483,340,0.4029,1.0105,0.6867,0.0423
"Paddack, Chris",FC,144,0.4636,0.3424,0.2222,84.068,-0.0058,166,0.2831,0.6995,-0.2681,0.0087
"Paddack, Chris",FF,564,0.0406,0.3125,0.1578,84.7944,0.0299,468,0.2692,0.0654,0.3626,0.0115
"Pagán, Emilio",FF,328,-0.5361,0.2455,0.2226,83.9714,0.062,285,0.3018,-0.7992,0.9301,0.0073
"Palencia, Daniel",FF,327,0.9076,0.3013,0.2171,85.9597,0.0154,302,0.2616,1.3653,0.1072,0.0345
"Palencia, Daniel",SL,109,0.9655,0.2412,0.3578,80.8952,0.0412,99,0.3535,1.452,0.5618,0.049
"Pallante, Andre",FF,537,-0.194,0.3284,0.1285,85.7012,-0.0333,466,0.1931,-0.2863,-0.7529,-0.0274
"Pallante, Andre",SI,184,1.6897,0.2406,0.125,77.45,0.0934,205,0.3512,2.5379,1.4844,0.0996
"Pallante, Andre",SL,332,-0.0286,0.2358,0.3464,81.2712,-0.0089,439,0.3007,-0.0384,-0.3234,-0.0098
"Palmquist, Carson",FF,164,-0.1996,0.4126,0.0915,84.7934,-0.0547,156,0.1923,-0.2948,-1.1315,-0.0381
"Parker, Mitchell",CU,198,0.728,0.3949,0.2778,84.6545,0.0596,184,0.3804,1.096,0.8863,0.0498
"Parker, Mitchell",FF,740,-0.3605,0.3645,0.0932,86.1002,-0.004,668,0.2365,-0.536,-0.2359,-0.0189
"Parker, Mitchell",SL,175,0.3487,0.2591,0.3429,83.1991,0.0266,153,0.3529,0.5273,0.304,0.0206
"Patrick, Chad",FC,429,0.043,0.3064,0.2471,81.2589,0.0785,381,0.357,0.0691,1.2209,0.0354
"Patrick, Chad",FF,240,-0.205,0.234,0.2292,82.0743,0.0784,234,0.3162,-0.3029,1.2191,0.0267
"Patrick, Chad",SI,193,-0.2051,0.3144,0.1088,84.3816,-0.0793,182,0.1648,-0.3029,-1.5659,-0.0503
"Pepiot, Ryan",CH,344,0.3695,0.2586,0.2878,83.3082,0.0173,341,0.349,0.5584,0.14,0.0168
"Pepiot, Ryan",FF,585,0.216,0.2787,0.2205,84.7069,0.0163,523,0.2467,0.3284,0.1229,0.011
"Pepiot, Ryan",SL,229,-0.1087,0.3868,0.2096,80.9247,0.0106,205,0.3171,-0.1584,0.0225,-0.003
"Peralta, Freddy",CH,294,-0.7723,0.2257,0.3197,80.9532,-0.0013,422,0.3294,-1.1534,-0.1893,-0.0318
"Peralta, Freddy",CU,152,-0.5007,0.1896,0.3289,77.1677,0.0397,204,0.3235,-0.7461,0.535,-0.0024
"Peralta, Freddy",FF,778,0.2126,0.3059,0.1979,83.4887,-0.0002,823,0.2309,0.3232,-0.1698,0.0028
"Peralta, Freddy",SL,142,-0.3718,0.1695,0.4859,76.4015,-0.0211,206,0.2913,-0.5528,-0.5384,-0.0276
"Peralta, Luis",FF,143,0.5911,0.4093,0.1259,86.3358,0.0151,143,0.2378,0.8907,0.101,0.0233
"Peralta, Wandy",CH,200,0.3346,0.2407,0.34,78.927,0.0728,229,0.4236,0.5062,1.1202,0.0427
"Peralta, Wandy",SI,201,-0.5464,0.3383,0.1642,85.8477,-0.0025,231,0.2381,-0.8147,-0.2096,-0.0246
"Perkins, Jack",FF,114,-0.4275,0.2899,0.2456,84.9397,-0.0297,127,0.1969,-0.6364,-0.6908,-0.0338
"Petersen, Michael",FF,115,0.0569,0.3598,0.2087,83.9205,0.1657,69,0.4203,0.0899,2.7599,0.0784
"Peterson, David",CH,181,-0.8215,0.2642,0.2265,81.2063,-0.0319,215,0.3209,-1.2271,-0.7295,-0.0485
"Peterson, David",CU,125,-0.885,0.2772,0.272,84.1844,0.0428,140,0.3429,-1.3223,0.59,-0.0142
"Peterson, David",FF,255,1.2307,0.3935,0.1961,80.8969,-0.0403,282,0.2057,1.8497,-0.8772,0.0184
"Peterson, David",SI,299,-0.2716,0.2963,0.0769,85.5521,-0.0424,309,0.2006,-0.4027,-0.914,-0.0346
"Peterson, David",SL,263,-0.5874,0.2576,0.3726,83.2716,0.0667,298,0.3893,-0.8762,1.013,0.0078
"Pfaadt, Brandon",CH,213,-0.8574,0.3357,0.2441,80.1574,0.0644,255,0.4078,-1.2809,0.9722,-0.0026
"Pfaadt, Brandon",FC,124,-0.6843,0.2875,0.0726,82.9952,0.1367,96,0.4167,-1.0214,2.2485,0.0387
"Pfaadt, Brandon",FF,309,-0.3206,0.4087,0.1877,85.6751,-0.0084,316,0.212,-0.4761,-0.3142,-0.0197
"Pfaadt, Brandon",SI,286,-1.0571,0.3778,0.0769,87.5716,-0.0365,215,0.2186,-1.5803,-0.8094,-0.0588
"Pfaadt, Brandon",ST,238,-0.0829,0.3095,0.3277,81.0747,0.0328,285,0.3368,-0.1197,0.4144,0.0087
"Phillips, Tyler",CU,101,0.7428,0.2702,0.3465,83.4491,0.1308,141,0.4184,1.1182,2.1442,0.0851
"Phillips, Tyler",SI,154,-0.8419,0.2917,0.0909,86.9688,0.0226,130,0.2692,-1.2576,0.2334,-0.0225
"Phillips, Tyler",ST,107,1.1147,0.252,0.4393,78.7508,0.1004,131,0.4198,1.6758,1.6071,0.0831
"Pilkington, Konnor",FF,128,-0.6507,0.3845,0.1641,84.2957,-0.05,122,0.1721,-0.971,-1.0484,-0.0514
"Pivetta, Nick",CU,221,-0.7013,0.3799,0.1674,83.6566,-0.0623,266,0.2293,-1.0468,-1.2665,-0.0592
"Pivetta, Nick",FF,671,0.4785,0.3117,0.225,85.3742,0.0735,626,0.3035,0.7219,1.1322,0.048
"Pivetta, Nick",ST,237,-0.0774,0.1831,0.3629,76.1681,0.012,270,0.3481,-0.1115,0.0468,-0.0013
"Pomeranz, Drew",FF,343,0.303,0.2782,0.2245,82.9352,0.0585,269,0.29,0.4588,0.8683,0.0346
"Povich, Cade",CH,104,-0.2759,0.2899,0.3654,79.3483,-0.0485,180,0.2778,-0.4091,-1.0225,-0.0377
"Povich, Cade",CU,133,-1.3837,0.2961,0.2556,81.4483,0.0494,133,0.3835,-2.0699,0.7064,-0.0282
"Povich, Cade",FF,296,-0.3166,0.4097,0.1655,85.5489,-0.023,306,0.219,-0.4702,-0.5712,-0.0266
"Pressly, Ryan",FF,117,-0.0809,0.3757,0.0855,87.4192,-0.0379,85,0.2,-0.1168,-0.8351,-0.0258
"Priester, Quinn",FC,223,-0.1166,0.2993,0.2108,84.6776,-0.0368,223,0.2197,-0.1703,-0.8156,-0.0265
"Priester, Quinn",SI,406,-0.1178,0.3225,0.1133,84.8947,-0.0526,449,0.1871,-0.1721,-1.0945,-0.0343
"Priester, Quinn",SL,332,-0.302,0.2357,0.3343,81.3463,0.0307,370,0.3568,-0.4483,0.3759,0.0001
"Pérez, Eury",FF,477,-0.9383,0.2841,0.1929,84.6411,0.0562,315,0.2921,-1.4021,0.8262,-0.0095
"Pérez, Eury",SL,168,0.715,0.1921,0.4107,82.8956,-0.0275,197,0.2995,1.0764,-0.6511,0.0068
"Pérez, Martín",CH,112,-0.8564,0.288,0.2679,82.4149,-0.034,137,0.3212,-1.2794,-0.7663,-0.0507
"Pérez, Martín",SI,108,-0.223,0.3147,0.1111,83.8955,0.021,124,0.2661,-0.3298,0.2054,-0.0019
"Quantrill, Cal",FC,201,-0.0002,0.3757,0.209,85.7466,0.0207,144,0.2778,0.0043,0.2008,0.0057
"Quantrill, Cal",FF,122,1.122,0.2742,0.1967,83.7413,-0.0004,168,0.2381,1.6866,-0.1728,0.0341
"Quantrill, Cal",FS,126,-0.2812,0.3242,0.1667,83.4522,-0.0074,194,0.3041,-0.4171,-0.2957,-0.0178
"Quantrill, Cal",SI,179,-0.1623,0.3484,0.1285,82.9007,0.0257,179,0.2682,-0.2388,0.2884,0.0025
"Quintana, Jose",CH,192,-0.2058,0.3181,0.1719,81.2203,-0.043,329,0.3161,-0.304,-0.9252,-0.0326
"Quintana, Jose",CU,116,-0.5921,0.3253,0.2155,82.5821,0.023,149,0.3356,-0.8831,0.2408,-0.0137
"Quintana, Jose",FF,126,1.6629,0.3052,0.1984,79.9989,0.0624,140,0.3071,2.4977,0.9372,0.0835
"Quintana, Jose",SI,368,-0.5321,0.3602,0.0897,86.0262,-0.0501,374,0.1952,-0.7932,-1.0493,-0.0473
"Ragans, Cole",FF,267,0.2734,0.2487,0.2472,81.5403,0.08,234,0.3248,0.4145,1.2476,0.0441
"Ramírez, Yohan",FF,135,-1.082,0.4369,0.1778,85.2806,0.0086,101,0.2376,-1.6176,-0.0137,-0.0377
"Rasmussen, Drew",FC,324,0.1867,0.2586,0.2315,83.5721,0.0488,311,0.3119,0.2845,0.697,0.0258
"Rasmussen, Drew",FF,388,0.673,0.2662,0.1959,85.5646,0.0744,334,0.3084,1.0135,1.1484,0.0551
"Rasmussen, Drew",SI,222,0.2267,0.3132,0.1126,81.5355,0.0083,211,0.2607,0.3443,-0.0193,0.0074
"Ray, Robbie",CH,145,-0.4894,0.3151,0.3586,80.0823,-0.0718,231,0.2684,-0.7292,-1.433,-0.0565
"Ray, Robbie",FF,785,0.0818,0.255,0.2038,83.6943,0.0251,658,0.2675,0.1272,0.2771,0.0106
"Ray, Robbie",SL,331,-1.3347,0.2417,0.2931,85.0531,-0.0104,344,0.3023,-1.9965,-0.3489,-0.0557
"Rea, Colin",CH,147,0.9632,0.319,0.2925,81.5967,0.0305,198,0.3434,1.4485,0.3738,0.0437
"Rea, Colin",FF,511,-0.1963,0.3429,0.1409,85.5085,-0.007,439,0.2278,-0.2897,-0.289,-0.0147
"Rea, Colin",SI,135,0.6842,0.3385,0.0889,85.1306,0.079,155,0.329,1.0303,1.2297,0.0578
"Rea, Colin",SL,109,0.6996,0.3056,0.3945,85.1607,-0.0254,145,0.2897,1.0533,-0.6133,0.0073
"Rea, Colin",ST,121,-0.0923,0.2326,0.2314,78.7551,0.0631,115,0.3652,-0.1338,0.9485,0.0232
"Reynolds, Sean",FF,111,-0.414,0.4801,0.2072,85.6935,-0.0384,107,0.1869,-0.6162,-0.8433,-0.0375
"Richardson, Lyon",CH,123,-0.1844,0.3584,0.2602,84.7928,-0.0554,139,0.2878,-0.2719,-1.1436,-0.0379
"Rocker, Kumar",FC,151,0.1848,0.2586,0.3311,83.5854,0.1194,148,0.3986,0.2816,1.9438,0.0603
"Rocker, Kumar",FF,121,0.3171,0.4033,0.157,86.6435,0.1079,95,0.3263,0.48,1.7405,0.0592
"Rocker, Kumar",SI,127,0.2805,0.3584,0.0866,86.1293,-0.0841,115,0.1478,0.4251,-1.6501,-0.0359
"Rodriguez, Eduardo",CH,227,-0.5478,0.3066,0.2643,79.4658,0.0243,302,0.3675,-0.8168,0.2643,-0.0115
"Rodriguez, Eduardo",FC,142,0.8111,0.2925,0.2042,80.4264,-0.0,156,0.2692,1.2206,-0.1659,0.0236
"Rodriguez, Eduardo",FF,525,0.5939,0.3136,0.1924,83.0945,-0.0038,531,0.2448,0.8949,-0.2332,0.0142
"Rodríguez, Manuel",SL,103,-0.0633,0.2256,0.2524,78.047,0.0819,106,0.3868,-0.0904,1.2803,0.0333
"Rodríguez, Randy",FF,195,0.1083,0.2181,0.2513,82.7614,-0.0178,212,0.217,0.1669,-0.4792,-0.0094
"Rodríguez, Randy",SL,195,0.0702,0.242,0.3333,80.9833,0.096,161,0.4286,0.1098,1.529,0.0448
"Rodríguez, Yariel",FF,194,0.2796,0.2932,0.1753,81.7691,-0.0875,234,0.1453,0.4237,-1.7106,-0.0376
"Rodríguez, Yariel",SL,234,0.7204,0.2269,0.3547,79.4,0.0295,257,0.3502,1.0845,0.3548,0.0348
"Rodón, Carlos",CH,239,-0.2465,0.2655,0.2971,80.7909,0.0223,315,0.3778,-0.365,0.2288,-0.0021
"Rodón, Carlos",FF,583,-0.7129,0.3028,0.1715,83.556,-0.0206,604,0.2219,-1.0643,-0.5301,-0.0392
"Rodón, Carlos",SI,140,-1.3401,0.3013,0.2643,83.9112,0.0491,183,0.3005,-2.0045,0.7011,-0.0268
"Rodón, Carlos",SL,404,0.6277,0.1868,0.3861,83.2212,0.0071,487,0.3203,0.9456,-0.0398,0.0207
"Rogers, Taylor",SI,165,0.3979,0.444,0.0909,86.9908,-0.0571,171,0.1754,0.6011,-1.1742,-0.0186
"Rogers, Taylor",ST,183,0.531,0.1601,0.3115,78.0278,0.052,186,0.3548,0.8006,0.7532,0.0393
"Rogers, Trevor",CH,219,-1.148,0.283,0.2511,84.9408,0.0596,206,0.3932,-1.7166,0.8874,-0.015
"Rogers, Trevor",FF,353,-0.8039,0.2659,0.2181,82.2296,0.0185,235,0.2596,-1.2008,0.1617,-0.0232
"Rogers, Trevor",SI,107,0.4717,0.442,0.1028,84.6067,-0.0117,98,0.2245,0.7117,-0.372,0.0061
"Rogers, Tyler",SI,359,0.5178,0.2654,0.1198,81.0488,0.0668,221,0.3032,0.7809,1.0137,0.0461
"Rogers, Tyler",SL,106,1.8742,0.191,0.2736,77.2779,0.0332,126,0.3492,2.8145,0.4205,0.0765
"Rolison, Ryan",FF,131,0.8427,0.3316,0.1679,84.2798,-0.0566,143,0.1748,1.2679,-1.1649,-0.003
"Romano, Jordan",SL,218,-1.2771,0.2484,0.2661,83.6752,-0.0267,186,0.2742,-1.9101,-0.6375,-0.0617
"Romero, JoJo",SI,115,1.4724,0.3782,0.1043,84.8215,-0.0983,102,0.1373,2.212,-1.9015,-0.0016
"Romero, JoJo",ST,144,0.5634,0.2214,0.3472,80.1218,0.0087,162,0.2963,0.8492,-0.0122,0.0192
"Ross, Joe",FF,143,-0.4907,0.3328,0.2517,81.3697,-0.0414,127,0.189,-0.7311,-0.897,-0.0417
"Ross, Joe",SI,100,0.2374,0.305,0.12,81.4063,0.0003,105,0.2476,0.3605,-0.1594,0.0039
"Roupp, Landen",CH,148,-1.0706,0.2655,0.2703,82.8323,0.0833,227,0.4185,-1.6005,1.3052,-0.0008
"Roupp, Landen",CU,251,-0.6289,0.2116,0.2948,77.7759,0.0644,297,0.3535,-0.9384,0.9724,0.0053
"Roupp, Landen",SI,248,-0.5627,0.3684,0.0847,87.2754,-0.0957,287,0.1429,-0.8391,-1.8563,-0.0707
"Rutledge, Jackson",FF,116,-0.7862,0.3465,0.2328,86.5783,0.0043,128,0.2422,-1.1741,-0.0904,-0.0296
"Rutledge, Jackson",SI,188,0.1672,0.3338,0.0957,84.8394,0.0111,146,0.2534,0.2552,0.0305,0.0067
"Rutledge, Jackson",SL,147,0.9694,0.1971,0.3946,81.3875,-0.0179,195,0.2923,1.4579,-0.4813,0.0203
"Ryan, Joe",FF,743,-0.6102,0.2648,0.2288,83.6477,0.007,474,0.2511,-0.9103,-0.0421,-0.0222
"Ryan, Joe",SI,159,-0.7678,0.3011,0.1384,83.9381,-0.0485,134,0.194,-1.1465,-1.0222,-0.0547
"Ryan, Joe",SL,107,-0.1797,0.2669,0.2243,81.3878,-0.0744,140,0.2429,-0.2649,-1.4796,-0.047
"Ryan, Joe",ST,136,-0.1857,0.2293,0.3015,79.933,-0.0627,182,0.2747,-0.2738,-1.2726,-0.0415
"Sabrowski, Erik",FF,158,0.4681,0.184,0.3165,80.6278,-0.0474,161,0.1925,0.7063,-1.0028,-0.0115
"Salazar, Eduardo",SI,111,-0.4288,0.3438,0.0901,86.9101,-0.0056,89,0.2472,-0.6383,-0.2647,-0.022
"Sale, Chris",FF,373,0.2318,0.3232,0.1689,83.9441,-0.0071,328,0.2348,0.352,-0.2917,0.0
"Sale, Chris",SL,407,1.984,0.1537,0.3833,76.2558,0.0409,465,0.3634,2.979,0.5569,0.0841
"Sands, Cole",FC,105,-0.7186,0.3135,0.2,83.5267,0.0077,87,0.2759,-1.0728,-0.0297,-0.0256
"Sands, Cole",FF,157,0.2802,0.3044,0.2038,82.4241,-0.0268,112,0.2143,0.4246,-0.6382,-0.0079
"Santana, Dennis",FF,141,-1.4598,0.316,0.1277,86.0474,-0.0017,102,0.2451,-2.1841,-0.1958,-0.0558
"Santana, Dennis",SL,252,0.1525,0.2187,0.3452,81.573,0.1281,224,0.4554,0.2332,2.0964,0.0634
"Santillan, Tony",FF,422,0.4088,0.3035,0.1848,84.622,0.0095,330,0.2333,0.6173,0.0015,0.0143
"Sasaki, Roki",FF,177,-0.7825,0.3818,0.113,85.798,0.0072,120,0.2333,-1.1687,-0.0382,-0.028
"Scherzer, Max",FF,367,-0.7901,0.3455,0.1635,83.64,-0.0091,308,0.2045,-1.18,-0.3269,-0.0363
"Scherzer, Max",SL,220,-0.515,0.2608,0.3136,81.0397,0.1161,183,0.4262,-0.7675,1.8845,0.0344
"Schlittler, Cam",FC,116,0.422,0.2554,0.2328,79.9329,-0.0165,144,0.2847,0.6372,-0.457,0.0021
"Schlittler, Cam",FF,388,0.298,0.243,0.2448,82.2357,0.0673,340,0.3147,0.4512,1.0226,0.0387
"Schmidt, Clarke",FC,222,-0.3077,0.2547,0.2477,83.6238,-0.0455,191,0.2304,-0.4568,-0.9691,-0.0373
"Schreiber, John",FF,164,1.1872,0.2608,0.3354,83.015,0.0307,147,0.2585,1.7844,0.3767,0.0516
"Schreiber, John",ST,108,-0.646,0.3383,0.1759,79.6105,-0.0377,130,0.2692,-0.9639,-0.8318,-0.0452
"Schwellenbach, Spencer",FF,279,-0.6893,0.3293,0.2294,86.6796,0.009,173,0.237,-1.0289,-0.0057,-0.0239
"Schwellenbach, Spencer",SL,141,-0.1188,0.2629,0.3191,83.6093,0.0464,148,0.3716,-0.1735,0.6544,0.0141
"Scott, Tanner",FF,261,-0.4864,0.3419,0.1992,84.5817,0.0487,185,0.3027,-0.7247,0.6942,0.0025
"Scott, Tanner",SL,202,0.3541,0.2501,0.3713,81.6099,0.0551,219,0.3927,0.5354,0.8074,0.0347
"Scott, Tayler",FF,102,0.0791,0.3444,0.1961,83.6865,-0.0368,120,0.2,0.1231,-0.8152,-0.0197
"Sears, JP",CH,132,-0.7126,0.3126,0.1818,82.4706,-0.1243,186,0.2258,-1.0638,-2.3611,-0.0899
"Sears, JP",FF,436,-0.133,0.3298,0.1628,83.9719,-0.004,420,0.2381,-0.1948,-0.2366,-0.011
"Sears, JP",ST,220,-0.846,0.2299,0.2455,80.1315,-0.0461,235,0.2426,-1.2638,-0.9804,-0.0563
"Senga, Kodai",FC,147,-0.6801,0.3471,0.1361,87.775,-0.0481,139,0.2086,-1.015,-1.0143,-0.0515
"Senga, Kodai",FF,255,-0.041,0.3558,0.1765,85.1365,-0.0729,254,0.1654,-0.0569,-1.4536,-0.0415
"Senzatela, Antonio",CU,122,-0.6417,0.3151,0.2705,84.2682,-0.023,173,0.2601,-0.9575,-0.5713,-0.0379
"Senzatela, Antonio",FF,605,0.3743,0.3708,0.114,86.0615,-0.0347,545,0.2,0.5658,-0.7787,-0.0085
"Senzatela, Antonio",SL,186,-0.7155,0.3683,0.2527,85.2328,-0.0215,238,0.2899,-1.0682,-0.5446,-0.0397
"Severino, Luis",FC,196,-0.1054,0.2897,0.1429,80.7222,0.0322,230,0.2957,-0.1535,0.4023,0.0076
"Severino, Luis",FF,367,0.3127,0.3467,0.1635,84.3506,0.0197,320,0.2438,0.4733,0.1831,0.016
"Severino, Luis",SI,253,0.7194,0.3027,0.083,81.5627,0.0361,208,0.2933,1.0831,0.4729,0.0381
"Severino, Luis",ST,241,-0.5184,0.3135,0.2033,79.9794,-0.0116,298,0.2852,-0.7727,-0.3702,-0.0281
"Seymour, Ian",CH,157,-0.0255,0.2756,0.293,79.106,-0.0285,151,0.3179,-0.0337,-0.6684,-0.0193
"Seymour, Ian",FF,155,0.0608,0.2821,0.2065,81.673,0.0497,141,0.2908,0.0957,0.7129,0.0219
"Sheehan, Emmet",FF,308,-0.3033,0.2938,0.2532,85.7199,0.062,293,0.3072,-0.4501,0.9301,0.0154
"Sheehan, Emmet",SL,205,-0.4374,0.1974,0.3854,80.2223,0.1082,210,0.4476,-0.6512,1.7457,0.0333
"Singer, Brady",FC,104,-0.2819,0.3603,0.2308,82.4351,-0.0437,130,0.2231,-0.4182,-0.9364,-0.0356
"Singer, Brady",FF,124,-0.0211,0.2726,0.1694,79.6107,-0.0491,159,0.1698,-0.0271,-1.0319,-0.0292
"Singer, Brady",SI,392,0.139,0.3571,0.1454,84.7803,-0.0742,428,0.1519,0.213,-1.4754,-0.0359
"Singer, Brady",SL,377,-0.2841,0.2406,0.2706,82.0379,0.0371,452,0.354,-0.4214,0.4889,0.0038
"Singer, Brady",ST,129,-0.8267,0.2561,0.3333,83.4987,0.015,172,0.3256,-1.2349,0.1001,-0.0257
"Skenes, Paul",CH,166,2.0718,0.1192,0.4277,74.9889,0.0887,241,0.4149,3.1107,1.4005,0.1105
"Skenes, Paul",FF,593,0.2665,0.2613,0.2664,84.6156,0.0119,453,0.2494,0.4041,0.0455,0.0106
"Skenes, Paul",FS,138,-0.2199,0.2665,0.2174,84.0784,0.0373,144,0.3681,-0.3252,0.4935,0.0062
"Skenes, Paul",SI,132,-1.0773,0.2763,0.1515,83.9215,0.0916,154,0.3506,-1.6105,1.4522,0.003
"Skenes, Paul",ST,184,0.0318,0.1951,0.3098,77.2698,-0.0499,183,0.2568,0.0522,-1.0461,-0.0277
"Skubal, Tarik",CH,506,0.3534,0.175,0.4763,76.2679,0.1273,492,0.4797,0.5343,2.0827,0.07
"Skubal, Tarik",FF,544,0.5856,0.2403,0.2629,80.7143,0.0702,394,0.3274,0.8824,1.0749,0.0501
"Skubal, Tarik",SI,337,0.6421,0.3351,0.184,82.7856,-0.0325,241,0.2158,0.9672,-0.7394,0.0018
"Skubal, Tarik",SL,177,-0.3724,0.2618,0.2486,82.5958,-0.0937,159,0.2264,-0.5537,-1.8201,-0.0631
"Slaten, Justin",FF,112,0.9504,0.1908,0.2321,81.6532,0.0453,80,0.275,1.4294,0.6347,0.0505
"Smith, Cade",FF,421,0.9279,0.2147,0.2708,81.9196,0.0168,363,0.259,1.3957,0.1313,0.0358
"Smith, Shane",CH,179,-0.1645,0.2827,0.3128,84.6654,-0.0708,225,0.2578,-0.2421,-1.4153,-0.0447
"Smith, Shane",CU,118,2.3898,0.3201,0.4576,83.225,-0.0173,218,0.2798,3.5874,-0.4715,0.0697
"Smith, Shane",FF,534,0.0297,0.2448,0.2172,83.7686,-0.0053,393,0.229,0.0491,-0.2588,-0.006
"Smith, Shane",SI,135,-0.2882,0.2756,0.1556,80.911,0.0633,115,0.3043,-0.4275,0.9526,0.0165
"Smith, Shane",SL,121,-0.7764,0.2551,0.2149,82.2828,-0.1195,119,0.1933,-1.1595,-2.2757,-0.0897
"Smith-Shawver, AJ",FF,144,-0.4406,0.4685,0.125,88.9027,-0.0349,127,0.1811,-0.6561,-0.7822,-0.0368
"Snell, Blake",CH,191,-0.2493,0.1839,0.466,75.6259,0.0577,221,0.4072,-0.3692,0.8543,0.0151
"Snell, Blake",FF,258,0.7923,0.2767,0.1783,81.2357,0.0184,275,0.2545,1.1923,0.1587,0.0319
"Soriano, José",SI,599,-0.2257,0.3117,0.1486,88.4908,-0.0101,584,0.2363,-0.3339,-0.3436,-0.0172
"Soroka, Michael",FF,338,-0.3374,0.3306,0.1568,84.35,-0.0303,275,0.2,-0.5013,-0.7008,-0.031
"Soto, Gregory",SI,203,-0.0825,0.326,0.1379,83.5481,-0.008,219,0.2237,-0.1192,-0.3063,-0.0112
"Soto, Gregory",SL,148,0.838,0.1984,0.4527,82.7461,0.0356,179,0.3631,1.2609,0.464,0.0419
"Sousa, Bennett",FF,140,-0.5526,0.3258,0.1429,85.913,-0.0108,123,0.2276,-0.8239,-0.3566,-0.0289
"Sousa, Bennett",SL,218,0.6165,0.1784,0.4771,83.0225,0.1116,225,0.4356,0.9288,1.8048,0.0714
"Speier, Gabe",FF,253,0.4208,0.2638,0.249,84.0583,0.0941,179,0.3352,0.6353,1.4966,0.0561
"Speier, Gabe",SI,124,0.6767,0.272,0.0887,79.365,0.1161,106,0.3396,1.019,1.8855,0.0757
