batter,batter_name,pitch_type,pitches_seen,swings,avg_bat_speed,avg_swing_length,avg_attack_angle,avg_attack_direction,avg_swing_path_tilt,whiff_rate,called_strike_rate,hard_hit_rate,contact_swings,avg_launch_speed,avg_launch_angle,avg_xwoba,outside_zone_pitches,chases,batter_chase_rate
682657,"Skubal, Tarik",SI,218,90,66.592,6.648,4.042,2.219,33.775,0.041,0.22,0.083,72,84.692,15.403,0.309,97,18,0.186
682657,"Skubal, Tarik",SL,176,109,64.423,7.346,9.461,-17.045,35.678,0.142,0.142,0.114,78,81.228,16.974,0.284,89,50,0.562
682657,"Skubal, Tarik",ST,98,53,69.227,7.761,14.119,-20.503,36.797,0.173,0.245,0.092,32,83.584,18.312,0.177,43,21,0.488
682663,"Luzardo, Jesús",CH,205,105,74.84,8.096,12.395,-14.641,25.669,0.21,0.083,0.088,50,85.666,3.94,0.301,130,47,0.362
682663,"Luzardo, Jesús",CU,125,62,75.692,8.025,11.02,-14.501,25.001,0.176,0.184,0.12,39,86.172,13.949,0.239,63,19,0.302
682663,"Luzardo, Jesús",FC,148,77,73.562,7.413,7.914,0.739,24.742,0.095,0.115,0.128,56,85.279,11.429,0.367,82,27,0.329
682663,"Luzardo, Jesús",FF,548,279,71.648,6.747,2.162,12.234,24.714,0.119,0.146,0.099,199,84.617,29.729,0.399,286,91,0.318
682663,"Luzardo, Jesús",SI,403,188,73.619,6.955,0.9,8.013,27.729,0.042,0.233,0.129,154,84.07,2.604,0.316,172,44,0.256
682663,"Luzardo, Jesús",SL,366,190,73.77,7.763,8.557,-6.34,24.947,0.134,0.131,0.085,134,81.711,4.172,0.239,204,75,0.368
682663,"Luzardo, Jesús",ST,210,105,72.863,7.975,10.851,-11.826,23.838,0.119,0.114,0.124,74,85.386,18.649,0.387,118,38,0.322
682668,"Gray, Sonny",FC,57,31,70.486,7.207,2.891,7.726,25.506,0.158,0.105,0.088,20,82.73,-0.286,0.198,28,7,0.25
682668,"Gray, Sonny",FF,203,99,68.888,6.668,-2.54,15.726,24.76,0.069,0.192,0.103,79,83.477,23.278,0.301,90,21,0.233
682668,"Gray, Sonny",SI,121,56,65.311,6.511,-4.177,11.916,27.503,0.05,0.207,0.074,43,79.853,8.419,0.303,60,20,0.333
682668,"Gray, Sonny",SL,113,57,63.853,7.133,2.347,-10.843,28.208,0.124,0.124,0.018,36,71.9,8.778,0.235,65,25,0.385
682729,"Bello, Brayan",FF,199,89,63.677,5.703,-4.231,-5.487,32.671,0.085,0.196,0.07,63,81.698,30.032,0.292,84,18,0.214
682829,"Pallante, Andre",CH,489,231,73.29,7.611,12.892,-5.485,33.639,0.166,0.1,0.065,136,80.935,0.949,0.327,307,95,0.309
682829,"Pallante, Andre",CU,265,92,69.793,7.329,10.902,-6.778,35.516,0.094,0.26,0.057,61,82.441,6.443,0.258,144,36,0.25
682829,"Pallante, Andre",FC,201,101,73.227,6.771,3.427,5.958,34.361,0.095,0.189,0.095,76,83.866,12.461,0.332,90,30,0.333
682829,"Pallante, Andre",FF,848,406,72.803,6.584,2.434,11.827,31.733,0.138,0.178,0.101,259,87.856,23.582,0.363,380,96,0.253
682829,"Pallante, Andre",FS,136,66,73.078,7.682,14.041,-7.578,34.445,0.169,0.051,0.044,38,78.495,8.103,0.263,85,22,0.259
682829,"Pallante, Andre",SI,226,94,73.69,6.748,2.234,10.742,33.065,0.075,0.208,0.088,71,85.93,12.542,0.34,106,24,0.226
682829,"Pallante, Andre",SL,319,152,72.298,7.417,9.308,-4.269,35.411,0.141,0.16,0.1,96,85.584,1.281,0.273,171,55,0.322
682829,"Pallante, Andre",ST,150,64,70.241,7.556,14.604,-14.986,35.203,0.153,0.233,0.073,34,84.141,13.765,0.306,83,32,0.386
682927,"Rea, Colin",FF,141,67,69.253,6.634,1.075,15.189,23.675,0.092,0.206,0.092,48,84.225,28.854,0.345,61,20,0.328
682928,"Wheeler, Zack",CH,207,116,71.615,8.018,13.609,-10.133,27.905,0.126,0.082,0.116,82,80.055,4.337,0.326,125,51,0.408
682928,"Wheeler, Zack",CU,198,84,69.278,7.894,13.699,-8.542,29.26,0.116,0.242,0.081,54,83.096,4.926,0.207,106,40,0.377
682928,"Wheeler, Zack",FC,190,92,70.993,7.196,8.858,1.549,26.806,0.058,0.158,0.1,67,84.9,21.985,0.379,81,16,0.198
682928,"Wheeler, Zack",FF,759,376,70.646,6.988,5.684,7.391,24.868,0.086,0.173,0.088,288,84.668,29.215,0.332,304,66,0.217
682928,"Wheeler, Zack",FS,56,30,70.783,7.803,10.542,-2.512,28.326,0.089,0.036,0.107,20,82.77,10.15,0.392,37,13,0.351
682928,"Wheeler, Zack",SI,293,150,70.526,7.157,5.908,5.759,28.256,0.065,0.164,0.126,121,84.388,16.868,0.36,128,42,0.328
682928,"Wheeler, Zack",SL,367,198,70.118,8.031,14.433,-14.147,29.419,0.177,0.112,0.082,117,83.132,15.88,0.269,193,73,0.378
682928,"Wheeler, Zack",ST,187,92,68.17,8.024,14.86,-13.86,28.64,0.176,0.182,0.064,53,80.692,16.019,0.22,104,40,0.385
682985,"Bibee, Tanner",CH,355,193,74.715,7.838,22.261,-7.017,45.143,0.183,0.07,0.096,111,84.066,13.82,0.297,219,87,0.397
682985,"Bibee, Tanner",CU,195,87,73.823,7.82,21.623,-8.746,47.845,0.149,0.138,0.113,54,85.287,15.018,0.332,125,45,0.36
682985,"Bibee, Tanner",FC,182,99,75.286,7.124,12.328,3.251,44.054,0.115,0.121,0.11,70,85.046,17.914,0.506,78,18,0.231
682985,"Bibee, Tanner",FF,988,532,73.696,6.712,6.259,10.218,43.071,0.121,0.11,0.067,368,81.035,28.497,0.32,428,96,0.224
682985,"Bibee, Tanner",FS,122,73,73.599,7.835,22.108,-6.568,44.912,0.311,0.082,0.107,31,88.465,9.125,0.32,72,33,0.458
682985,"Bibee, Tanner",SI,442,223,74.9,6.823,6.3,8.566,44.508,0.066,0.172,0.102,173,82.549,5.035,0.307,175,43,0.246
682985,"Bibee, Tanner",SL,295,149,73.14,7.541,16.797,-2.863,45.126,0.183,0.136,0.088,80,83.955,19.55,0.425,171,61,0.357
682985,"Bibee, Tanner",ST,173,95,74.885,7.76,22.127,-9.607,46.291,0.214,0.127,0.052,53,75.208,15.962,0.25,92,37,0.402
682988,"Leiter, Jack",FF,145,64,70.075,6.425,3.849,15.627,34.148,0.076,0.2,0.062,51,81.782,16.784,0.308,71,18,0.254
682988,"Leiter, Jack",SL,98,51,65.45,7.57,17.06,-4.543,33.005,0.255,0.143,0.031,21,79.395,-1.227,0.197,57,22,0.386
682998,"Yamamoto, Yoshinobu",CH,230,104,74.083,7.93,15.985,-13.261,26.664,0.126,0.135,0.078,66,79.765,2.273,0.313,140,47,0.336
682998,"Yamamoto, Yoshinobu",CU,191,95,72.036,7.632,13.863,-10.355,27.102,0.12,0.152,0.099,70,82.179,8.6,0.462,98,35,0.357
682998,"Yamamoto, Yoshinobu",FC,189,95,75.282,7.255,11.3,-4.535,26.074,0.095,0.095,0.101,70,84.877,26.5,0.401,104,29,0.279
682998,"Yamamoto, Yoshinobu",FF,736,350,73.08,6.739,7.221,9.211,23.057,0.106,0.162,0.118,247,87.883,33.377,0.41,357,102,0.286
682998,"Yamamoto, Yoshinobu",FS,95,50,74.762,7.683,13.41,-8.046,25.98,0.126,0.074,0.147,34,86.103,-0.941,0.417,56,19,0.339
682998,"Yamamoto, Yoshinobu",SI,369,173,71.741,6.628,3.514,12.314,25.792,0.07,0.198,0.076,133,82.338,18.552,0.313,158,46,0.291
682998,"Yamamoto, Yoshinobu",SL,419,219,73.069,7.614,13.364,-10.222,27.047,0.153,0.105,0.119,139,84.735,11.05,0.389,230,75,0.326
682998,"Yamamoto, Yoshinobu",ST,183,90,71.702,7.562,12.324,-10.009,27.005,0.093,0.186,0.06,65,79.529,17.831,0.222,89,33,0.371
683002,"Warren, Will",CH,313,163,73.584,7.881,14.341,-9.968,29.585,0.163,0.064,0.077,98,81.732,7.52,0.302,210,79,0.376
683002,"Warren, Will",CU,188,75,73.063,7.835,16.593,-17.932,29.717,0.176,0.101,0.043,37,82.405,4.541,0.18,126,33,0.262
683002,"Warren, Will",FC,227,109,74.385,7.161,7.462,2.906,29.952,0.07,0.159,0.084,86,81.788,20.291,0.314,106,26,0.245
683002,"Warren, Will",FF,756,381,73.055,6.694,2.556,14.581,28.069,0.102,0.177,0.124,276,86.454,24.601,0.391,301,65,0.216
683002,"Warren, Will",FS,88,52,75.978,7.782,11.665,-8.806,30.04,0.205,0.08,0.148,32,88.134,3.281,0.34,54,23,0.426
683002,"Warren, Will",SI,390,168,73.581,6.844,2.05,11.263,30.143,0.038,0.241,0.113,146,83.808,11.555,0.35,168,45,0.268
683002,"Warren, Will",SL,341,146,74.008,7.589,12.512,-8.841,28.915,0.129,0.173,0.079,94,83.949,12.158,0.324,186,49,0.263
683002,"Warren, Will",ST,136,61,71.31,7.582,15.228,-11.919,28.214,0.125,0.162,0.118,42,84.352,24.167,0.383,75,19,0.253
683011,"Bassitt, Chris",CH,207,108,70.342,7.84,16.004,-5.388,32.849,0.101,0.077,0.063,74,81.226,14.527,0.199,120,37,0.308
683011,"Bassitt, Chris",CU,139,63,66.652,7.861,16.43,-9.508,32.211,0.108,0.173,0.065,41,79.607,-8.732,0.239,70,13,0.186
683011,"Bassitt, Chris",FC,204,93,71.935,7.061,9.524,10.303,30.599,0.098,0.201,0.103,70,84.943,13.2,0.381,93,23,0.247
683011,"Bassitt, Chris",FF,798,370,71.357,6.668,7.46,16.096,30.048,0.123,0.184,0.105,251,87.663,30.319,0.318,346,65,0.188
683011,"Bassitt, Chris",FS,74,34,73.203,8.039,17.345,-11.458,33.46,0.122,0.081,0.041,21,78.929,-7.524,0.106,38,5,0.132
683011,"Bassitt, Chris",SI,421,167,71.232,6.686,4.486,17.013,33.477,0.067,0.295,0.078,117,84.282,15.59,0.369,171,41,0.24
683011,"Bassitt, Chris",SL,402,204,69.504,7.65,13.078,0.156,31.558,0.122,0.179,0.095,139,82.649,10.094,0.264,194,62,0.32
683011,"Bassitt, Chris",ST,208,85,68.36,7.705,14.876,-5.706,31.448,0.072,0.178,0.062,65,80.318,17.523,0.299,121,32,0.264
683083,"Boyd, Matthew",FF,157,77,66.353,6.462,2.694,15.117,27.399,0.064,0.134,0.127,62,85.034,19.919,0.423,69,14,0.203
683090,"Ginn, J.T.",FF,70,35,74.45,7.097,6.069,2.815,35.358,0.2,0.129,0.071,18,84.839,24.167,0.22,37,11,0.297
683146,"Elder, Bryce",CH,185,87,71.816,7.943,13.352,-5.09,36.127,0.13,0.092,0.097,50,85.254,0.48,0.315,108,31,0.287
683146,"Elder, Bryce",CU,164,63,72.492,8.137,15.341,-10.176,36.842,0.116,0.213,0.067,39,88.5,-0.615,0.398,93,25,0.269
683146,"Elder, Bryce",FC,113,56,74.862,7.084,6.99,6.701,34.971,0.088,0.177,0.115,39,85.633,8.487,0.379,45,11,0.244
683146,"Elder, Bryce",FF,662,333,73.851,6.78,2.983,12.963,34.46,0.116,0.137,0.1,225,84.397,26.004,0.37,277,49,0.177
683146,"Elder, Bryce",FS,95,47,71.883,7.7,11.052,1.564,35.261,0.116,0.084,0.042,26,77.908,-8.704,0.146,58,19,0.328
683146,"Elder, Bryce",SI,153,69,72.289,6.818,3.224,12.78,35.573,0.072,0.281,0.15,54,88.026,7.722,0.438,59,17,0.288
683146,"Elder, Bryce",SL,198,85,70.698,7.68,11.857,-1.868,35.622,0.106,0.192,0.071,55,80.433,7.836,0.279,101,27,0.267
683146,"Elder, Bryce",ST,117,47,71.678,8.0,15.711,-9.536,36.448,0.12,0.222,0.068,31,81.035,-1.226,0.15,60,15,0.25
683227,"Allen, Logan",FF,156,80,64.53,6.169,8.079,5.309,21.763,0.058,0.218,0.051,65,80.457,36.323,0.237,78,37,0.474
683227,"Allen, Logan",SI,93,33,66.369,6.397,6.927,2.088,29.51,0.011,0.333,0.054,29,81.355,12.966,0.206,44,12,0.273
683227,"Allen, Logan",SL,72,30,64.124,6.81,10.018,-3.891,26.179,0.042,0.194,0.083,24,82.754,5.958,0.237,38,10,0.263
683734,"Boyd, Matthew",CH,127,56,70.405,7.575,12.016,-8.793,30.093,0.079,0.118,0.094,41,85.105,6.22,0.389,72,17,0.236
683734,"Boyd, Matthew",CU,127,40,69.482,7.516,13.348,-13.538,30.831,0.071,0.181,0.055,31,82.565,-2.097,0.366,74,12,0.162
683734,"Boyd, Matthew",FC,139,72,69.553,7.232,7.517,1.324,26.705,0.043,0.194,0.108,61,83.659,24.131,0.369,58,17,0.293
683734,"Boyd, Matthew",FF,543,278,68.223,6.736,3.472,8.92,27.407,0.074,0.169,0.123,223,87.077,31.242,0.391,265,84,0.317
683734,"Boyd, Matthew",FS,58,32,69.744,7.747,13.777,-14.017,32.465,0.103,0.086,0.069,25,77.056,-2.08,0.224,42,20,0.476
683734,"Boyd, Matthew",SI,305,141,69.631,6.927,3.046,6.958,31.939,0.092,0.207,0.118,106,86.707,12.689,0.315,141,43,0.305
683734,"Boyd, Matthew",SL,302,130,69.669,7.531,10.747,-9.578,29.371,0.136,0.152,0.093,84,86.545,17.524,0.385,160,39,0.244
683734,"Boyd, Matthew",ST,197,89,68.071,7.672,12.965,-13.983,29.368,0.162,0.173,0.071,53,83.974,21.019,0.237,105,30,0.286
683737,"Peralta, Freddy",CH,251,126,70.15,7.46,20.95,-5.876,37.542,0.179,0.06,0.084,74,83.272,8.027,0.457,148,44,0.297
683737,"Peralta, Freddy",CU,243,100,67.265,7.35,20.776,-6.153,38.809,0.119,0.173,0.066,63,81.251,3.825,0.281,127,27,0.213
683737,"Peralta, Freddy",FC,196,109,67.392,6.804,14.409,1.437,36.16,0.148,0.138,0.143,77,85.768,19.688,0.412,85,25,0.294
683737,"Peralta, Freddy",FF,752,366,66.31,6.381,8.819,8.919,34.806,0.06,0.177,0.12,292,87.53,29.997,0.429,310,60,0.194
683737,"Peralta, Freddy",FS,87,38,69.508,7.495,20.549,-9.073,39.219,0.172,0.069,0.092,22,84.332,8.636,0.317,55,12,0.218
683737,"Peralta, Freddy",SI,314,134,66.034,6.355,7.045,11.742,35.526,0.054,0.239,0.057,105,82.901,14.333,0.33,129,23,0.178
683737,"Peralta, Freddy",SL,353,166,68.104,7.295,20.732,-8.396,37.755,0.164,0.13,0.068,92,84.353,16.598,0.355,193,53,0.275
683737,"Peralta, Freddy",ST,133,50,67.235,7.16,18.661,-6.424,38.1,0.09,0.211,0.06,35,84.494,14.257,0.294,59,4,0.068
683766,"Pivetta, Nick",CH,54,31,62.712,7.0,7.469,-11.637,31.507,0.204,0.037,0.037,16,77.056,-22.062,0.226,34,15,0.441
683766,"Pivetta, Nick",FF,203,108,66.502,6.521,3.825,16.508,27.292,0.138,0.148,0.069,70,81.814,26.786,0.377,78,19,0.244
683766,"Pivetta, Nick",SI,120,56,69.593,6.743,3.171,16.277,28.773,0.067,0.192,0.083,45,82.429,8.733,0.273,45,10,0.222
683766,"Pivetta, Nick",SL,113,67,68.058,7.264,10.64,2.227,28.917,0.186,0.088,0.035,39,76.846,1.744,0.274,64,27,0.422
683766,"Pivetta, Nick",ST,58,33,66.469,7.328,12.04,-3.288,28.557,0.172,0.19,0.121,21,80.233,19.524,0.333,31,15,0.484
683770,"Schlittler, Cam",FF,109,59,71.307,7.176,3.684,10.821,27.71,0.147,0.138,0.055,39,80.041,31.769,0.217,52,16,0.308
686217,"Skenes, Paul",CH,188,95,65.637,7.585,12.533,-8.154,29.885,0.096,0.101,0.069,71,77.083,0.931,0.295,102,29,0.284
686217,"Skenes, Paul",CU,230,76,65.45,7.54,12.82,-9.736,29.989,0.048,0.235,0.035,53,77.058,-1.222,0.246,103,12,0.117
686217,"Skenes, Paul",FC,184,84,67.068,7.033,9.216,-0.834,27.272,0.049,0.228,0.098,66,83.576,17.515,0.243,73,19,0.26
686217,"Skenes, Paul",FF,876,390,66.862,6.646,4.541,4.87,26.667,0.032,0.213,0.064,325,81.477,30.206,0.325,419,123,0.294
686217,"Skenes, Paul",FS,109,56,64.047,7.635,10.766,-6.742,30.265,0.064,0.064,0.101,45,80.364,8.578,0.338,70,24,0.343
686217,"Skenes, Paul",SI,378,164,65.697,6.568,3.173,5.375,28.898,0.024,0.235,0.079,143,82.029,6.354,0.286,160,42,0.262
686217,"Skenes, Paul",SL,263,131,61.89,7.394,8.564,-6.261,29.975,0.068,0.148,0.08,107,76.835,12.832,0.309,121,35,0.289
686217,"Skenes, Paul",ST,157,57,61.141,7.483,11.155,-7.495,29.292,0.083,0.217,0.019,43,76.451,18.233,0.199,78,16,0.205
686452,"Nola, Aaron",FF,75,37,64.294,6.174,-2.634,9.993,32.419,0.093,0.227,0.08,29,80.121,22.448,0.415,27,4,0.148
686469,"Ober, Bailey",CH,342,159,71.837,7.842,13.261,-16.666,30.837,0.12,0.088,0.111,107,87.209,11.565,0.325,222,71,0.32
686469,"Ober, Bailey",CU,183,78,70.914,7.774,14.123,-18.403,30.36,0.104,0.186,0.153,54,89.228,9.204,0.381,99,30,0.303
686469,"Ober, Bailey",FC,195,92,71.9,7.248,10.397,-11.361,28.62,0.067,0.185,0.169,72,88.024,12.014,0.301,91,25,0.275
686469,"Ober, Bailey",FF,875,424,69.553,6.621,2.725,3.652,27.403,0.046,0.194,0.113,364,85.254,30.396,0.346,378,108,0.286
686469,"Ober, Bailey",FS,147,82,73.286,7.97,14.081,-16.331,30.427,0.15,0.109,0.102,55,85.08,6.218,0.205,87,37,0.425
686469,"Ober, Bailey",KC,65,37,72.247,7.644,13.269,-13.993,29.96,0.123,0.123,0.2,29,89.045,1.414,0.405,33,12,0.364
686469,"Ober, Bailey",SI,290,141,71.998,6.966,4.761,-0.741,30.18,0.038,0.19,0.155,118,87.713,12.202,0.324,122,29,0.238
686469,"Ober, Bailey",SL,333,152,71.449,7.691,13.343,-15.033,29.797,0.093,0.168,0.099,112,84.304,15.25,0.356,173,51,0.295
686469,"Ober, Bailey",ST,135,60,70.293,7.943,15.592,-19.555,32.086,0.133,0.207,0.126,37,85.07,24.757,0.335,66,22,0.333
686475,"Falter, Bailey",FF,57,37,67.056,6.156,3.967,7.525,25.518,0.053,0.07,0.158,31,86.119,26.677,0.386,20,4,0.2
686527,"Rocker, Kumar",CH,166,87,71.348,7.755,14.018,-6.876,31.677,0.145,0.09,0.084,57,80.858,7.947,0.291,109,44,0.404
686527,"Rocker, Kumar",CU,85,35,72.345,7.773,17.77,-14.804,34.155,0.106,0.165,0.082,23,85.278,7.565,0.483,51,14,0.275
686527,"Rocker, Kumar",FC,71,41,73.372,7.19,12.763,-3.385,33.816,0.042,0.141,0.127,36,82.778,10.946,0.364,37,17,0.459
686527,"Rocker, Kumar",FF,334,182,71.287,6.586,5.28,11.083,30.221,0.096,0.183,0.123,135,86.107,24.956,0.365,158,61,0.386
686527,"Rocker, Kumar",FS,68,38,71.597,7.841,15.931,-8.032,31.644,0.176,0.059,0.103,24,78.121,10.292,0.258,37,13,0.351
686527,"Rocker, Kumar",SI,131,57,72.118,7.018,7.871,6.983,32.417,0.092,0.26,0.137,40,89.535,9.7,0.423,53,16,0.302
686527,"Rocker, Kumar",SL,151,83,70.772,7.642,14.51,-7.337,33.354,0.212,0.126,0.099,43,83.372,15.233,0.33,80,32,0.4
686527,"Rocker, Kumar",ST,87,38,71.343,7.822,16.257,-13.015,33.845,0.126,0.115,0.103,24,88.004,11.667,0.403,46,11,0.239
686555,"Gray, Sonny",CH,206,84,71.94,7.154,9.29,-8.786,28.048,0.107,0.15,0.049,56,79.255,1.304,0.282,119,29,0.244
686555,"Gray, Sonny",CU,135,32,66.478,7.106,10.007,-12.815,27.415,0.089,0.237,0.044,17,84.924,-3.353,0.298,86,15,0.174
686555,"Gray, Sonny",FC,120,55,69.919,6.494,2.083,1.342,29.772,0.1,0.15,0.058,43,76.944,18.86,0.446,55,9,0.164
686555,"Gray, Sonny",FF,803,359,69.904,6.194,-0.891,3.804,28.668,0.083,0.166,0.06,259,80.743,28.39,0.317,334,44,0.132
686555,"Gray, Sonny",FS,88,39,68.105,7.17,8.943,-17.096,29.059,0.114,0.08,0.068,27,79.274,20.704,0.208,52,13,0.25
686555,"Gray, Sonny",SI,204,91,69.701,6.243,-2.168,4.271,29.791,0.054,0.25,0.093,71,86.185,11.389,0.288,67,8,0.119
686555,"Gray, Sonny",SL,160,73,70.174,7.121,9.691,-14.779,29.817,0.125,0.2,0.1,49,81.586,11.51,0.353,76,22,0.289
686555,"Gray, Sonny",ST,73,31,68.703,7.261,13.501,-16.154,29.331,0.164,0.192,0.123,17,91.494,11.882,0.424,39,12,0.308
686611,"Luzardo, Jesús",CH,114,59,73.284,7.746,12.392,-13.69,29.335,0.175,0.061,0.026,33,78.348,6.088,0.319,65,18,0.277
686611,"Luzardo, Jesús",FC,58,34,72.184,7.116,5.927,1.268,26.369,0.155,0.103,0.121,24,84.767,11.75,0.19,27,11,0.407
686611,"Luzardo, Jesús",FF,321,164,71.371,6.713,2.061,9.588,23.6,0.14,0.159,0.072,109,84.767,33.009,0.317,156,52,0.333
686611,"Luzardo, Jesús",SI,238,117,71.521,6.781,2.655,7.729,27.754,0.08,0.193,0.118,87,86.075,1.27,0.368,91,21,0.231
686611,"Luzardo, Jesús",SL,212,91,70.875,7.731,11.229,-12.32,27.232,0.165,0.175,0.052,52,80.91,13.212,0.254,116,36,0.31
686611,"Luzardo, Jesús",ST,104,41,69.313,7.385,8.164,-7.041,26.251,0.115,0.202,0.077,27,85.385,17.222,0.374,56,11,0.196
686668,"Ray, Robbie",CH,130,61,68.417,7.645,16.291,-10.605,32.298,0.169,0.038,0.069,33,79.436,5.758,0.38,88,26,0.295
686668,"Ray, Robbie",CU,82,43,66.629,7.656,17.177,-11.488,33.017,0.134,0.037,0.098,28,83.65,-0.214,0.273,50,14,0.28
686668,"Ray, Robbie",FC,129,62,67.732,7.006,9.11,2.624,29.792,0.116,0.155,0.085,42,81.943,17.286,0.277,69,24,0.348
686668,"Ray, Robbie",FF,670,331,69.23,6.65,6.506,12.015,28.408,0.125,0.173,0.099,225,84.919,25.6,0.299,309,86,0.278
686668,"Ray, Robbie",SI,313,142,69.315,6.798,5.521,9.431,31.349,0.042,0.227,0.112,117,82.997,7.53,0.318,137,35,0.255
686668,"Ray, Robbie",SL,350,195,68.312,7.58,15.046,-7.175,31.303,0.22,0.12,0.077,107,83.659,10.925,0.264,176,62,0.352
686668,"Ray, Robbie",ST,209,100,68.057,7.628,16.471,-8.739,30.838,0.163,0.11,0.067,65,80.531,17.877,0.338,118,29,0.246
686681,"López, Pablo",CH,154,93,68.175,7.638,16.583,-13.636,32.946,0.11,0.045,0.084,73,79.326,12.329,0.209,101,48,0.475
686681,"López, Pablo",CU,90,40,70.555,7.603,17.532,-15.035,30.15,0.033,0.156,0.111,35,81.226,12.086,0.361,48,13,0.271
686681,"López, Pablo",FC,66,33,70.312,6.942,11.583,-3.81,32.891,0.061,0.212,0.076,28,77.536,29.214,0.429,29,10,0.345
686681,"López, Pablo",FF,362,186,67.814,6.591,7.904,4.983,30.763,0.069,0.202,0.086,151,81.452,36.682,0.271,147,43,0.293
686681,"López, Pablo",FS,47,32,71.319,7.665,16.311,-11.99,31.858,0.213,0.043,0.085,19,86.595,2.895,0.164,29,16,0.552
686681,"López, Pablo",SI,103,53,69.215,6.775,7.821,2.033,31.598,0.087,0.223,0.087,41,83.405,17.537,0.313,48,20,0.417
686681,"López, Pablo",SL,116,65,68.173,7.508,16.593,-14.738,30.64,0.086,0.147,0.103,52,81.927,18.808,0.275,48,16,0.333
686765,"Fried, Max",CH,69,37,65.497,7.372,19.231,-5.939,33.005,0.145,0.174,0.087,26,82.731,6.0,0.249,33,12,0.364
686765,"Fried, Max",FF,122,48,66.092,6.663,10.583,3.498,31.274,0.049,0.221,0.074,39,82.905,32.103,0.313,62,16,0.258
686780,"Keller, Mitch",CH,129,75,72.332,7.55,14.711,-11.1,30.174,0.233,0.109,0.039,40,75.465,1.95,0.168,76,36,0.474
686780,"Keller, Mitch",CU,91,42,68.369,7.588,13.676,-13.217,31.967,0.198,0.198,0.044,23,80.961,-1.0,0.272,52,22,0.423
686780,"Keller, Mitch",FC,103,57,72.364,7.142,7.46,-3.648,29.75,0.058,0.136,0.117,49,83.586,26.245,0.384,38,8,0.211
686780,"Keller, Mitch",FF,438,225,69.679,6.354,-1.617,11.309,29.736,0.071,0.196,0.082,176,83.235,27.398,0.277,187,63,0.337
686780,"Keller, Mitch",SI,306,138,70.173,6.388,-3.316,11.425,32.293,0.046,0.206,0.075,114,81.404,6.698,0.315,145,42,0.29
686780,"Keller, Mitch",SL,207,113,72.648,7.564,12.379,-10.935,29.32,0.198,0.111,0.068,68,78.728,16.0,0.209,115,40,0.348
686780,"Keller, Mitch",ST,153,83,68.657,7.695,16.143,-18.852,29.244,0.255,0.124,0.078,41,78.02,22.683,0.143,85,35,0.412
686797,"Cantillo, Joey",CH,328,164,67.14,7.626,14.741,-12.079,29.961,0.143,0.085,0.058,111,78.071,-2.09,0.254,202,65,0.322
686797,"Cantillo, Joey",CU,193,70,62.184,7.529,14.37,-14.244,31.252,0.119,0.207,0.067,42,83.093,-6.119,0.261,113,30,0.265
686797,"Cantillo, Joey",FC,158,84,68.553,6.947,10.322,-1.289,31.584,0.063,0.158,0.127,69,85.535,12.696,0.337,73,22,0.301
686797,"Cantillo, Joey",FF,551,310,68.363,6.628,6.967,7.549,29.974,0.087,0.147,0.125,242,86.224,32.632,0.342,243,87,0.358
686797,"Cantillo, Joey",FS,110,50,66.7,7.54,15.293,-12.361,29.753,0.155,0.045,0.045,29,81.238,6.276,0.177,77,21,0.273
686797,"Cantillo, Joey",SI,225,109,70.043,6.851,6.421,4.822,30.918,0.049,0.2,0.164,94,87.906,15.957,0.338,94,25,0.266
686797,"Cantillo, Joey",SL,278,152,65.718,7.469,13.941,-14.252,32.559,0.183,0.137,0.083,91,82.468,6.924,0.178,143,55,0.385
686797,"Cantillo, Joey",ST,116,41,66.424,7.545,13.466,-14.174,32.738,0.129,0.267,0.017,23,83.361,16.13,0.19,59,14,0.237
686894,"Luzardo, Jesús",FF,73,39,71.582,7.0,9.048,0.539,25.746,0.055,0.151,0.164,34,86.209,26.971,0.253,28,6,0.214
686948,"Holmes, Clay",CH,213,116,73.152,7.843,14.571,-5.284,31.306,0.117,0.08,0.099,80,82.44,6.84,0.203,139,58,0.417
686948,"Holmes, Clay",CU,133,64,74.734,7.8,17.39,-11.091,30.274,0.12,0.15,0.098,44,83.252,2.556,0.312,73,21,0.288
686948,"Holmes, Clay",FC,117,55,75.066,6.923,8.216,6.223,31.175,0.051,0.154,0.103,40,81.665,22.341,0.439,57,16,0.281
686948,"Holmes, Clay",FF,484,248,73.316,6.475,3.02,15.104,30.784,0.079,0.128,0.112,192,85.901,27.292,0.412,206,41,0.199
686948,"Holmes, Clay",FS,65,36,74.68,7.82,15.972,-8.023,31.884,0.123,0.062,0.138,24,88.075,5.5,0.265,42,17,0.405
686948,"Holmes, Clay",SI,371,165,74.275,6.688,2.249,14.274,32.931,0.03,0.226,0.119,144,85.695,5.486,0.336,155,30,0.194
686948,"Holmes, Clay",SL,236,125,71.998,7.554,13.407,-4.499,31.391,0.127,0.102,0.114,81,86.093,13.926,0.396,135,51,0.378
686948,"Holmes, Clay",ST,85,36,73.997,7.926,16.146,-12.111,32.443,0.094,0.188,0.106,27,85.007,22.778,0.426,43,9,0.209
687221,"Dollander, Chase",CH,56,35,72.997,8.194,20.415,-15.137,34.228,0.304,0.071,0.036,15,76.033,-12.733,0.099,25,8,0.32
